Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
2:232319693:-	  497.6	  120.7	    4.1	    0.4	  52.51	  54.79	 999.00	   0.55	   0.00	--------	-1	0.00	*
5:177637924:-	  494.2	  138.7	    3.6	    1.5	  45.26	  47.31	 999.00	   0.65	   0.00	--------	-1	0.00	*
7:26231774:+	  493.0	  130.3	    3.8	    0.9	  47.94	  50.06	 999.00	   0.50	   0.00	--------	-1	0.00	*
1:150549523:+	  492.0	   50.0	    9.8	   36.6	  88.88	  91.91	 999.00	   0.05	   0.00	--------	-1	0.00	*
8:37557279:+	  492.0	  102.0	    4.8	    1.0	  59.34	  61.77	 999.00	   0.40	   0.00	--------	-1	0.00	*
1:150548959:+	  484.0	   28.3	   17.1	   36.6	 103.76	 107.11	 999.00	   0.66	   0.00	--------	-1	0.00	*
7:56130918:-	  482.2	   76.1	    6.3	    0.5	  69.74	  72.43	 999.00	   0.61	   0.00	--------	-1	0.00	*
3:128889017:+	  481.8	  174.9	    2.8	    0.6	  32.01	  33.66	 999.00	   0.41	   0.00	--------	-1	0.00	*
8:37557274:-	  477.0	   94.0	    5.1	    1.0	  59.32	  61.75	 999.00	   0.31	   0.00	--------	-1	0.00	*
1:150548962:-	  469.0	   27.7	   16.9	   36.6	 100.64	 103.91	 999.00	   0.69	   0.00	--------	-1	0.00	*
8:80676687:+	  460.5	   35.7	   12.9	   24.2	  91.52	  94.64	 999.00	   0.55	   0.31	--------	-1	0.00	*
5:179041696:-	  457.4	   59.6	    7.7	    2.9	  73.73	  76.48	 999.00	   0.36	   0.00	--------	-1	0.00	*
10:70743152:-	  456.0	   59.3	    7.7	    0.5	  73.24	  75.98	 999.00	   0.31	   0.00	--------	-1	0.00	*
4:6644259:+	  451.2	   55.1	    8.2	    2.5	  74.79	  77.56	 999.00	   0.36	   0.00	--------	-1	0.00	*
4:24529339:+	  450.0	   53.5	    8.4	    0.3	  75.58	  78.38	 999.00	   0.29	   0.86	--------	-1	0.00	*
7:26251973:-	  449.0	  141.5	    3.2	    2.3	  35.85	  37.64	 999.00	   0.67	   0.00	--------	-1	0.00	*
12:98995361:-	  447.0	   88.3	    5.1	    0.7	  55.60	  57.94	 999.00	   0.70	   0.00	--------	-1	0.00	*
4:1694707:-	  446.0	   32.8	   13.6	    0.3	  90.08	  93.14	 999.00	   0.58	   0.00	--------	-1	0.00	*
9:33039068:-	  442.0	  138.0	    3.2	    0.4	  35.55	  37.32	 999.00	   0.31	   0.00	--------	-1	0.00	*
19:812193:+	  441.7	  120.8	    3.7	   44.7	  41.55	  43.49	 269.17	   0.52	   0.00	--------	-1	0.00	*
1:234742417:+	  434.5	   13.7	   31.8	    0.8	 105.64	 109.05	 999.00	   0.23	   0.00	--------	-1	0.00	*
11:10818733:-	  429.9	  108.0	    4.0	    1.6	  44.02	  46.04	 999.00	   0.62	   0.00	--------	-1	0.00	*
19:36729417:+	  423.0	   13.9	   30.4	   23.5	 102.29	 105.60	 999.00	   0.09	   0.00	--------	-1	0.00	*
9:100777983:-	  418.8	   36.3	   11.5	    0.4	  79.77	  82.64	 999.00	   0.63	   0.00	--------	-1	0.00	*
9:127998779:-	  418.7	   48.6	    8.6	    3.7	  71.19	  73.90	 999.00	   0.70	   0.00	--------	-1	0.00	*
3:128889015:-	  417.0	  103.1	    4.0	    0.6	  42.99	  44.97	 999.00	   0.45	   0.00	--------	-1	0.00	*
16:56977342:-	  415.0	   35.3	   11.8	   15.8	  79.51	  82.37	 999.00	   0.36	   0.53	--------	-1	0.00	*
13:31710832:-	  412.1	    0.0	 9999.9	    3.7	 120.54	 124.33	 999.00	   0.74	   0.00	--------	-1	0.00	*
6:31797975:+	  411.9	   13.1	   31.4	    0.6	  99.21	 102.45	 999.00	   0.65	   0.00	--------	-1	0.00	*
11:10819013:+	  411.1	  222.0	    1.9	    1.6	  12.87	  13.70	 999.00	   0.39	   0.63	--------	-1	0.00	*
16:30535716:+	  411.0	   15.9	   25.9	    0.7	  96.70	  99.88	 999.00	   0.51	   0.50	--------	-1	0.00	*
X:39910981:-	  411.0	   13.3	   30.9	    0.4	  98.94	 102.16	 999.00	   0.57	   0.00	--------	-1	0.00	*
19:36729410:-	  410.0	   14.1	   29.1	   23.5	  97.53	 100.72	 999.00	   0.20	   0.00	--------	-1	0.00	*
1:59247113:+	  408.2	    5.2	   78.8	    0.8	 108.60	 112.09	 999.00	   0.27	   0.00	--------	-1	0.00	*
3:23961416:-	  408.0	   96.6	    4.2	    3.8	  43.94	  45.95	 999.00	   0.18	   0.00	--------	-1	0.00	*
5:133532848:-	  406.6	   32.5	   12.5	    4.4	  79.78	  82.66	 999.00	   0.56	   0.00	--------	-1	0.00	*
12:46753160:+	  406.0	   30.7	   13.2	    0.8	  81.14	  84.05	 999.00	   0.16	   0.00	--------	-1	0.00	*
19:36728560:-	  405.0	    0.0	 9999.9	   23.5	 118.18	 121.92	 999.00	   0.14	   0.00	--------	-1	0.00	*
4:83275187:+	  402.1	   65.7	    6.1	    0.3	  57.25	  59.63	 999.00	   0.75	   0.00	--------	-1	0.00	*
12:46753070:-	  401.0	   53.2	    7.5	    0.8	  63.61	  66.16	 999.00	   0.11	   0.00	--------	-1	0.00	*
10:70743151:+	  399.6	   52.7	    7.6	    0.5	  63.97	  66.54	 999.00	   0.61	   0.00	--------	-1	0.00	*
7:56130915:+	  397.1	   63.8	    6.2	    0.5	  57.17	  59.55	 999.00	   0.47	   0.00	--------	-1	0.00	*
6:38643773:-	  397.0	   90.3	    4.4	    0.6	  44.15	  46.17	 999.00	   0.50	   0.00	--------	-1	0.00	*
4:83275046:-	  395.6	   29.3	   13.5	    0.3	  79.35	  82.20	 999.00	   0.65	   0.00	--------	-1	0.00	*
2:10580743:-	  394.0	   56.0	    7.0	    0.4	  60.75	  63.22	 999.00	   0.45	   0.75	--------	-1	0.00	*
3:41281356:-	  392.6	   75.1	    5.2	    7.5	  49.95	  52.15	 999.00	   0.66	   0.00	--------	-1	0.00	*
2:43449767:-	  392.3	   31.0	   12.7	    0.4	  77.72	  80.56	 999.00	   0.13	   0.00	--------	-1	0.00	*
1:201938963:+	  392.1	   61.7	    6.4	    0.8	  57.11	  59.49	 999.00	   0.35	   0.00	--------	-1	0.00	*
1:201938946:-	  391.4	   55.2	    7.1	    0.8	  60.28	  62.73	 999.00	   0.37	   0.00	--------	-1	0.00	*
1:113455181:+	  391.0	    7.4	   53.2	    0.8	 100.64	 103.93	 999.00	   0.52	   0.00	--------	-1	0.00	*
X:16862961:+	  390.9	   84.9	    4.6	    0.4	  45.45	  47.51	 999.00	   0.43	   0.00	--------	-1	0.00	*
X:39910978:+	  390.7	   11.9	   32.9	    0.4	  95.63	  98.79	 999.00	   0.44	   0.00	--------	-1	0.00	*
7:26251975:+	  387.0	  124.4	    3.1	    2.3	  30.18	  31.76	 999.00	   0.65	   0.00	--------	-1	0.00	*
11:61564482:+	  384.2	   32.8	   11.7	    0.5	  74.03	  76.80	 999.00	   0.56	   0.00	--------	-1	0.00	*
3:128888698:+	  383.2	   70.4	    5.4	    0.6	  50.39	  52.60	 999.00	   0.44	   0.00	--------	-1	0.00	*
4:1694709:+	  382.8	   28.1	   13.6	    0.3	  76.73	  79.54	 999.00	   0.66	   0.00	--------	-1	0.00	*
1:245017537:+	  382.7	  155.3	    2.5	   28.3	  21.38	  22.62	 281.00	   0.67	   0.00	--------	-1	0.00	*
16:30455173:+	  380.0	   71.3	    5.3	    0.7	  49.02	  51.19	 999.00	   0.36	   0.77	--------	-1	0.00	*
1:156711955:-	  379.0	   91.6	    4.1	    1.6	  40.08	  41.98	 999.00	   0.71	   0.00	--------	-1	0.00	*
3:142775643:+	  378.2	   45.0	    8.4	   18.4	  63.91	  66.48	 999.00	   0.26	   0.00	--------	-1	0.00	*
12:109548454:-	  377.0	    0.0	 9999.9	    0.7	 109.98	 113.49	 999.00	   0.41	   0.00	--------	-1	0.00	*
5:137891469:+	  375.8	   81.6	    4.6	    2.4	  43.60	  45.61	 999.00	   0.45	   0.00	--------	-1	0.00	*
12:57057894:+	  374.5	  139.6	    2.7	    0.7	  24.03	  25.37	 999.00	   0.53	   0.00	--------	-1	0.00	*
17:1247929:-	  374.1	  105.5	    3.5	    1.1	  34.12	  35.84	 999.00	   0.74	   0.00	--------	-1	0.00	*
11:75116699:+	  373.4	   94.0	    4.0	    1.7	  38.29	  40.15	 999.00	   0.78	   0.00	--------	-1	0.00	*
7:155100134:-	  370.3	   36.2	   10.2	    0.5	  67.40	  70.05	 999.00	   0.52	   0.00	--------	-1	0.00	*
16:56977347:+	  369.0	   34.7	   10.6	   15.8	  68.36	  71.02	 999.00	   0.40	   0.69	--------	-1	0.00	*
5:154194741:+	  369.0	   97.1	    3.8	    1.6	  35.82	  37.59	 999.00	   0.13	   0.00	--------	-1	0.00	*
1:59246730:-	  366.0	   27.9	   13.1	    0.8	  73.08	  75.81	 999.00	   0.24	   0.00	--------	-1	0.00	*
1:154179488:+	  366.0	   44.3	    8.3	    0.8	  60.74	  63.21	 999.00	   0.49	   0.46	--------	-1	0.00	*
1:228286771:+	  365.0	  100.3	    3.6	    4.4	  33.98	  35.69	 999.00	   0.55	   0.00	--------	-1	0.00	*
11:10819061:-	  364.1	  158.8	    2.3	    1.6	  18.16	  19.25	 999.00	   0.28	   0.00	--------	-1	0.00	*
1:228286766:-	  364.0	   95.6	    3.8	    4.4	  35.58	  37.35	 999.00	   0.55	   0.00	--------	-1	0.00	*
19:14625630:-	  364.0	    0.5	  756.2	    1.1	 103.95	 107.31	 999.00	   0.41	   0.00	--------	-1	0.00	*
11:61564473:-	  363.6	   42.5	    8.6	    0.5	  61.55	  64.03	 999.00	   0.51	   0.50	--------	-1	0.00	*
3:23961415:+	  363.0	   85.4	    4.3	    3.8	  39.25	  41.12	 999.00	   0.24	   0.00	--------	-1	0.00	*
6:114182864:-	  359.0	   78.2	    4.6	   50.9	  41.55	  43.49	 173.25	   0.65	   0.00	--------	-1	0.00	*
6:19839785:+	  359.0	   20.3	   17.7	    0.6	  77.31	  80.14	 999.00	   0.39	   0.00	--------	-1	0.00	*
17:56081278:+	  357.0	  242.6	    1.5	  303.8	   2.56	   5.73	   2.80	   0.25	   0.00	--------	-1	0.00	*
5:43291097:+	  357.0	   24.1	   14.8	    1.4	  73.21	  75.95	 999.00	   0.39	   0.00	--------	-1	0.00	*
18:29710544:-	  355.0	   54.3	    6.5	    7.7	  52.13	  54.40	 999.00	   0.39	   0.00	--------	-1	0.00	*
1:228286165:+	  354.0	  131.7	    2.7	    1.6	  22.76	  24.05	 999.00	   0.35	   0.00	--------	-1	0.00	*
5:43290009:+	  353.0	   56.6	    6.2	    1.4	  50.58	  52.80	 999.00	   0.51	   0.00	--------	-1	0.00	*
1:228286062:-	  352.0	  204.2	    1.7	    1.6	   8.99	   9.61	 999.00	   0.36	   0.00	--------	-1	0.00	*
5:177637920:+	  350.8	   96.0	    3.7	    1.5	  32.74	  34.41	 999.00	   0.33	   0.00	--------	-1	0.00	*
1:113455177:-	  350.0	    6.6	   52.7	    0.8	  90.26	  93.32	 999.00	   0.46	   0.00	--------	-1	0.00	*
16:30455171:-	  349.7	   68.6	    5.1	    0.7	  43.90	  45.91	 999.00	   0.40	   0.00	--------	-1	0.00	*
22:32353079:-	  348.9	  112.7	    3.1	    0.9	  27.18	  28.65	 999.00	   0.40	   0.00	--------	-1	0.00	*
6:44221547:+	  347.0	  210.0	    1.7	    0.6	   7.89	   8.46	 999.00	   0.49	   0.71	--------	-1	0.00	*
7:155100156:+	  346.7	   33.8	   10.2	    0.5	  63.48	  66.03	 999.00	   0.44	   0.00	--------	-1	0.00	*
1:154179445:-	  345.9	  123.7	    2.8	    0.8	  23.57	  24.89	 999.00	   0.32	   0.00	--------	-1	0.00	*
6:114182333:-	  345.0	   31.7	   10.9	   50.9	  64.43	  67.01	 160.64	   0.33	   0.00	--------	-1	0.00	*
1:39470324:-	  341.2	   21.2	   16.1	    1.6	  71.82	  74.53	 999.00	   0.54	   0.17	--------	-1	0.00	*
5:154195366:+	  341.0	   78.8	    4.3	    1.6	  37.61	  39.44	 999.00	   0.35	   0.00	--------	-1	0.00	*
12:111157746:+	  339.0	  134.9	    2.5	    0.7	  19.72	  20.88	 999.00	   0.63	   0.45	--------	-1	0.00	*
6:38644565:+	  338.2	   74.8	    4.5	    0.6	  38.87	  40.74	 999.00	   0.41	   0.00	--------	-1	0.00	*
1:226548883:-	  337.7	   86.9	    3.9	    0.8	  33.86	  35.58	 999.00	   0.64	   0.00	--------	-1	0.00	*
22:39918652:+	  337.0	   45.8	    7.4	    0.9	  53.07	  55.37	 999.00	   0.78	   0.00	--------	-1	0.00	*
12:98995360:+	  336.5	   68.7	    4.9	    0.7	  41.10	  43.03	 999.00	   0.72	   0.00	--------	-1	0.00	*
13:31710841:+	  335.7	    0.0	 9999.9	    3.7	  97.94	 101.15	 999.00	   0.72	   0.00	--------	-1	0.00	*
13:34411075:-	  334.9	   36.0	    9.3	    0.3	  59.04	  61.47	 999.00	   0.22	   0.00	--------	-1	0.00	*
X:102930846:+	  331.5	  101.9	    3.3	    0.4	  27.57	  29.06	 999.00	   0.55	   0.00	--------	-1	0.00	*
5:154194799:-	  331.4	   42.8	    7.7	    1.6	  53.70	  56.01	 999.00	   0.14	   0.00	--------	-1	0.00	*
5:137088393:+	  331.3	    5.7	   58.5	    0.5	  86.47	  89.44	 999.00	   0.37	   0.00	--------	-1	0.00	*
11:66394646:-	  330.8	    6.2	   53.8	    2.7	  84.80	  87.77	 999.00	   0.52	   0.00	--------	-1	0.00	*
8:126034492:+	  330.0	   28.0	   11.8	    0.4	  63.62	  66.18	 999.00	   0.50	   0.55	--------	-1	0.00	*
4:166264013:+	  327.0	   12.9	   25.4	    1.9	  76.51	  79.32	 999.00	   0.18	   0.00	--------	-1	0.00	*
10:1086327:+	  326.6	   49.4	    6.6	    0.6	  48.42	  50.56	 999.00	   0.21	   0.00	--------	-1	0.00	*
2:43450275:+	  325.4	   46.9	    6.9	    0.4	  49.88	  52.07	 999.00	   0.55	   0.00	--------	-1	0.00	*
6:20493605:-	  325.2	   46.6	    7.0	    0.6	  49.88	  52.07	 999.00	   0.43	   0.00	--------	-1	0.00	*
6:18224756:+	  324.9	  110.6	    2.9	   13.2	  23.68	  25.00	 318.29	   0.20	   0.00	--------	-1	0.00	*
17:20905192:-	  324.0	   80.0	    4.0	    1.1	  33.39	  35.08	 999.00	   0.50	   0.00	--------	-1	0.00	*
17:62495931:-	  323.8	   78.5	    4.1	   16.5	  34.16	  35.89	 287.19	   0.62	   0.08	--------	-1	0.00	*
X:154467401:-	  323.5	   34.4	    9.4	    0.4	  56.97	  59.35	 999.00	   0.31	   0.00	--------	-1	0.00	*
17:74731172:+	  321.0	  110.9	    2.9	   17.8	  23.01	  24.31	 273.22	   0.41	   0.00	--------	-1	0.00	*
1:91990991:-	  320.0	   28.0	   11.4	    0.8	  61.05	  63.52	 999.00	   0.21	   0.00	--------	-1	0.00	*
17:20905197:+	  320.0	   88.0	    3.6	    1.1	  30.04	  31.61	 999.00	   0.55	   0.00	--------	-1	0.00	*
21:40714432:+	  320.0	  101.4	    3.2	    0.4	  25.46	  26.86	 999.00	   0.67	   0.00	--------	-1	0.00	*
18:32916604:+	  319.3	    7.8	   40.8	   10.5	  80.36	  83.24	 999.00	   0.20	   0.00	--------	-1	0.00	*
7:56131443:+	  317.9	   56.8	    5.6	    0.5	  42.67	  44.64	 999.00	   0.17	   0.00	--------	-1	0.00	*
3:133307847:+	  316.4	   44.7	    7.1	    0.5	  48.92	  51.08	 999.00	   0.38	   0.00	--------	-1	0.00	*
3:133307831:-	  316.0	   28.7	   11.0	    0.5	  59.26	  61.69	 999.00	   0.39	   0.00	--------	-1	0.00	*
20:61827083:-	  315.0	   42.5	    7.4	    0.7	  49.63	  51.81	 999.00	   0.36	   0.00	--------	-1	0.00	*
9:33039106:+	  314.6	   85.9	    3.7	    0.4	  29.79	  31.36	 999.00	   0.21	   0.00	--------	-1	0.00	*
18:32915404:+	  314.5	   42.9	    7.3	   29.4	  49.63	  51.81	 201.95	   0.44	   0.00	--------	-1	0.00	*
4:71686427:+	  314.0	   24.3	   12.9	    3.0	  61.85	  64.34	 999.00	   0.66	   0.00	--------	-1	0.00	*
2:62095764:+	  313.0	   80.1	    3.9	    2.0	  31.23	  32.85	 999.00	   0.72	   0.00	--------	-1	0.00	*
18:32915399:-	  312.5	   43.7	    7.1	   31.9	  48.56	  50.71	 190.08	   0.28	   0.00	--------	-1	0.00	*
6:17615891:+	  312.4	    3.2	   97.1	    0.6	  83.87	  86.81	 999.00	   0.35	   0.00	--------	-1	0.00	*
5:137087318:+	  312.0	   55.3	    5.6	    0.5	  42.05	  44.00	 999.00	   0.64	   0.00	--------	-1	0.00	*
6:1612894:-	  311.9	   21.8	   14.3	    0.6	  63.79	  66.35	 999.00	   0.52	   0.00	--------	-1	0.00	*
22:29185110:+	  311.0	    1.3	  236.1	    0.9	  86.55	  89.53	 999.00	   0.14	   0.00	--------	-1	0.00	*
13:34411082:+	  310.9	   34.0	    9.1	    0.3	  53.71	  56.02	 999.00	   0.19	   0.00	--------	-1	0.00	*
1:234741950:+	  310.6	   45.5	    6.8	    0.8	  46.94	  49.03	 999.00	   0.37	   0.00	--------	-1	0.00	*
7:138269914:-	  310.0	    0.3	 1002.1	    0.5	  88.12	  91.13	 999.00	   0.66	   0.00	--------	-1	0.00	*
5:133532832:+	  309.5	   23.5	   13.2	    4.4	  61.61	  64.10	 999.00	   0.68	   0.00	--------	-1	0.00	*
10:43881596:+	  309.2	    0.0	 9999.9	    4.8	  90.23	  93.32	 999.00	   0.50	   0.00	--------	-1	0.00	*
6:18225240:+	  309.1	   39.1	    7.9	    3.6	  50.25	  52.46	 999.00	   0.53	   0.00	--------	-1	0.00	*
12:109548453:+	  309.1	    0.0	 9999.9	    0.7	  90.25	  93.32	 999.00	   0.43	   0.00	--------	-1	0.00	*
22:32353031:+	  308.5	   83.3	    3.7	    0.9	  29.37	  30.92	 999.00	   0.41	   0.00	--------	-1	0.00	*
2:43449761:+	  307.9	   25.0	   12.3	    0.4	  59.49	  61.93	 999.00	   0.23	   0.00	--------	-1	0.00	*
12:104742731:-	  307.3	   26.8	   11.4	    0.7	  58.72	  61.13	 999.00	   0.22	   0.00	--------	-1	0.00	*
3:51431805:+	  307.0	    0.0	 9999.9	    6.5	  89.38	  92.42	 999.00	   0.45	   0.06	--------	-1	0.00	*
18:29709569:-	  306.9	   39.7	    7.7	    7.7	  49.54	  51.71	 999.00	   0.42	   0.48	--------	-1	0.00	*
1:26227367:+	  306.7	   61.4	    5.0	    0.8	  37.85	  39.69	 999.00	   0.55	   0.00	--------	-1	0.00	*
22:29184372:-	  306.1	   50.8	    6.0	    0.9	  43.27	  45.26	 999.00	   0.25	   0.00	--------	-1	0.00	*
6:19839751:-	  305.9	   35.7	    8.6	    0.6	  51.82	  54.07	 999.00	   0.62	   0.00	--------	-1	0.00	*
22:50357466:+	  305.0	   20.2	   15.1	    0.9	  62.81	  65.32	 999.00	   0.21	   0.00	--------	-1	0.00	*
X:118723067:+	  305.0	   65.6	    4.7	    0.4	  35.63	  37.41	 999.00	   0.45	   0.00	--------	-1	0.00	*
19:16629354:+	  304.0	   13.9	   21.8	   15.2	  69.06	  71.74	 271.85	   0.48	   0.34	--------	-1	0.00	*
5:43291077:-	  304.0	   45.9	    6.6	    1.4	  45.29	  47.35	 999.00	   0.48	   0.00	--------	-1	0.00	*
22:39258281:+	  303.9	   18.4	   16.5	    0.9	  64.27	  66.85	 999.00	   0.52	   0.00	--------	-1	0.00	*
10:43881592:-	  303.9	    0.0	 9999.9	    4.8	  88.50	  91.51	 999.00	   0.56	   0.00	--------	-1	0.00	*
7:56131360:-	  303.8	   27.1	   11.2	    0.5	  56.93	  59.30	 999.00	   0.22	   0.00	--------	-1	0.00	*
3:48199340:+	  303.7	   14.4	   21.1	    0.5	  68.05	  70.71	 999.00	   0.33	   0.00	--------	-1	0.00	*
6:52129250:+	  303.4	   51.1	    5.9	    0.6	  42.07	  44.02	 999.00	   0.62	   0.00	--------	-1	0.00	*
3:141645000:+	  301.9	   19.4	   15.6	    1.0	  62.87	  65.39	 999.00	   0.68	   0.00	--------	-1	0.00	*
15:78792135:+	  301.7	   41.3	    7.3	    2.5	  47.14	  49.24	 999.00	   0.55	   0.00	--------	-1	0.00	*
6:21596274:-	  301.0	    0.0	 9999.9	    9.9	  87.61	  90.61	 321.09	   0.69	   0.00	--------	-1	0.00	*
2:176960465:-	  300.2	   15.1	   19.8	   12.1	  66.25	  68.87	 296.46	   0.29	   0.00	--------	-1	0.00	*
6:52129245:-	  299.1	   47.3	    6.3	    0.6	  43.27	  45.26	 999.00	   0.62	   0.00	--------	-1	0.00	*
3:41281350:+	  298.8	   50.8	    5.9	    7.5	  41.45	  43.39	 999.00	   0.58	   0.00	--------	-1	0.00	*
17:30327596:-	  298.8	   15.2	   19.6	    3.2	  65.70	  68.32	 999.00	   0.18	   0.00	--------	-1	0.00	*
5:154195342:-	  298.6	   61.1	    4.9	    1.6	  36.13	  37.92	 999.00	   0.48	   0.00	--------	-1	0.00	*
16:70286327:-	  298.0	   15.5	   19.2	    0.7	  65.42	  68.04	 999.00	   0.64	   0.00	--------	-1	0.00	*
8:80676277:-	  297.9	   16.5	   18.0	   24.2	  64.48	  67.07	 207.68	   0.75	   0.00	--------	-1	0.00	*
20:61827089:+	  297.6	   40.8	    7.3	    0.7	  46.78	  48.87	 999.00	   0.29	   0.00	--------	-1	0.00	*
5:137891672:-	  297.3	   26.4	   11.3	    2.4	  56.13	  58.49	 999.00	   0.62	   0.00	--------	-1	0.00	*
22:38879561:-	  296.2	   72.9	    4.1	  170.4	  17.26	  32.74	  18.30	   0.66	   0.00	--------	-1	0.00	*
2:242291713:+	  295.1	  139.8	    2.1	   42.6	  12.69	  13.51	 140.87	   0.12	   0.00	--------	-1	0.00	*
1:245017121:-	  294.6	  103.5	    2.8	   56.0	  20.65	  21.85	 110.72	   0.50	   0.00	--------	-1	0.00	*
1:39470332:+	  294.4	   19.5	   15.1	    1.6	  61.01	  63.48	 999.00	   0.54	   0.09	--------	-1	0.00	*
5:43289670:-	  293.7	   86.0	    3.4	    1.4	  25.55	  26.95	 999.00	   0.38	   0.00	--------	-1	0.00	*
7:6442709:+	  293.0	   55.9	    5.2	    0.6	  37.61	  39.45	 999.00	   0.11	   0.00	--------	-1	0.00	*
1:151221076:-	  292.9	   62.3	    4.7	   21.7	  34.42	  36.15	 214.98	   0.34	   0.00	--------	-1	0.00	*
12:69995170:-	  292.0	   79.3	    3.7	    0.7	  27.74	  29.24	 999.00	   0.69	   0.00	--------	-1	0.00	*
1:59246737:+	  291.8	   22.9	   12.7	    0.8	  57.71	  60.10	 999.00	   0.42	   0.00	--------	-1	0.00	*
11:75116700:-	  291.7	   73.7	    4.0	    1.7	  29.75	  31.32	 999.00	   0.73	   0.00	--------	-1	0.00	*
1:226548879:+	  290.9	   53.8	    5.4	    0.8	  38.14	  39.99	 999.00	   0.63	   0.21	--------	-1	0.00	*
1:35649412:-	  290.7	   60.6	    4.8	    0.8	  34.88	  36.63	 999.00	   0.25	   0.00	--------	-1	0.00	*
7:157061725:-	  289.2	   16.2	   17.9	    0.5	  62.36	  64.86	 999.00	   0.27	   0.00	--------	-1	0.00	*
11:6703243:-	  289.0	   69.8	    4.1	    5.6	  30.70	  32.30	 999.00	   0.64	   0.07	--------	-1	0.00	*
22:28248510:-	  289.0	    0.0	 9999.9	    9.7	  84.04	  87.00	 306.81	   0.24	   0.00	--------	-1	0.00	*
3:52289873:+	  288.4	   15.7	   18.3	    7.5	  63.01	  65.54	 999.00	   0.25	   0.00	--------	-1	0.00	*
