Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
3:133319521:+	   66.6	    0.0	 9999.9	    0.5	  19.27	  20.17	 112.91	   0.50	   0.00	--------	-1	0.00	*
8:22279314:+	   66.5	    0.0	 9999.9	    7.3	  19.27	  20.17	  39.84	   0.41	   0.00	--------	-1	0.00	*
16:24836725:-	   66.5	    0.0	 9999.9	    5.0	  19.27	  20.17	  49.73	   0.30	   0.66	--------	-1	0.00	*
1:203821829:-	   66.5	    0.0	 9999.9	    0.8	  19.27	  20.17	 102.55	   0.40	   0.16	--------	-1	0.00	*
3:32524031:-	   66.5	    0.0	 9999.9	    0.5	  19.27	  20.17	 112.91	   0.19	   0.00	--------	-1	0.00	*
20:463986:+	   66.5	    0.0	 9999.9	    0.7	  19.27	  20.17	 106.25	   0.13	   0.00	--------	-1	0.00	*
6:2785603:+	   66.5	    0.0	 9999.9	    0.6	  19.27	  20.17	 110.41	   0.53	   0.00	--------	-1	0.00	*
4:99983456:+	   66.4	    0.0	 9999.9	    0.3	  19.27	  20.17	 125.93	   0.26	   0.00	--------	-1	0.00	*
20:49199885:-	   66.3	    0.0	 9999.9	   12.6	  19.27	  20.17	  26.27	   0.35	   0.31	--------	-1	0.00	*
14:39501837:-	   66.3	    0.0	 9999.9	    0.5	  19.27	  20.17	 115.46	   0.40	   0.00	--------	-1	0.00	*
16:66757326:-	   66.2	    0.0	 9999.9	    5.0	  19.27	  20.17	  49.72	   0.09	   0.00	--------	-1	0.00	*
9:129598391:-	   66.2	    0.0	 9999.9	   15.9	  19.27	  20.17	  20.94	   0.41	   0.00	--------	-1	0.00	*
6:139498555:-	   66.2	    0.0	 9999.9	    0.6	  19.27	  20.17	 110.41	   0.15	   0.00	--------	-1	0.00	*
3:176742783:-	   66.1	    0.0	 9999.9	    1.2	  19.27	  20.17	  89.21	   0.17	   0.58	--------	-1	0.00	*
1:59121741:+	   66.0	    0.0	 9999.9	   15.3	  18.97	  19.87	  21.21	   0.22	   0.75	--------	-1	0.00	*
1:154323657:+	   66.0	    0.0	 9999.9	   14.4	  18.97	  19.87	  22.54	   0.33	   0.56	--------	-1	0.00	*
1:169434366:+	   66.0	    0.0	 9999.9	    1.0	  18.97	  19.87	  93.03	   0.12	   0.00	--------	-1	0.00	*
1:233520080:+	   66.0	    0.0	 9999.9	    9.8	  18.97	  19.87	  31.64	   0.28	   0.00	--------	-1	0.00	*
10:79735456:-	   66.0	    0.0	 9999.9	    8.9	  18.97	  19.87	  33.84	  -0.02	   0.64	--------	-1	0.00	*
10:116624340:+	   66.0	    0.0	 9999.9	    0.5	  18.97	  19.87	 111.59	   0.16	   0.00	--------	-1	0.00	*
10:123500233:+	   66.0	    0.0	 9999.9	   15.4	  18.97	  19.87	  21.12	   0.14	   0.31	--------	-1	0.00	*
12:44123206:-	   66.0	    0.0	 9999.9	    8.7	  18.97	  19.87	  34.62	   0.26	   0.00	--------	-1	0.00	*
12:121440812:-	   66.0	    0.0	 9999.9	    9.7	  18.97	  19.87	  31.90	   0.21	   0.87	--------	-1	0.00	*
13:41130672:-	   66.0	    0.0	 9999.9	   12.5	  18.97	  19.87	  25.83	   0.19	   0.59	--------	-1	0.00	*
13:72013723:-	   66.0	    0.0	 9999.9	    0.4	  18.97	  19.87	 122.84	   0.15	   0.00	--------	-1	0.00	*
13:80127835:+	   66.0	    0.0	 9999.9	   10.4	  18.97	  19.87	  30.02	   0.15	   0.00	--------	-1	0.00	*
15:68500228:+	   66.0	    0.0	 9999.9	    0.5	  18.97	  19.87	 115.02	   0.09	   0.60	--------	-1	0.00	*
16:1399401:+	   66.0	    0.0	 9999.9	    0.7	  18.97	  19.87	 104.00	   0.43	   0.00	--------	-1	0.00	*
16:2088223:-	   66.0	    0.0	 9999.9	    0.7	  18.97	  19.87	 104.00	   0.44	   0.00	--------	-1	0.00	*
16:2088231:+	   66.0	    0.0	 9999.9	    0.7	  18.97	  19.87	 104.00	   0.44	   0.00	--------	-1	0.00	*
16:3022851:-	   66.0	    0.0	 9999.9	    0.7	  18.97	  19.87	 104.00	   0.47	   0.00	--------	-1	0.00	*
17:19239045:-	   66.0	    0.0	 9999.9	    5.8	  18.97	  19.87	  45.01	   0.17	   0.00	--------	-1	0.00	*
17:26674257:+	   66.0	    0.0	 9999.9	    1.1	  18.97	  19.87	  89.24	   0.33	   0.81	--------	-1	0.00	*
17:60020069:+	   66.0	    0.0	 9999.9	    1.1	  18.97	  19.87	  89.24	   0.47	   0.68	--------	-1	0.00	*
19:1610267:+	   66.0	    0.0	 9999.9	    7.8	  18.97	  19.87	  37.20	   0.11	   0.44	--------	-1	0.00	*
19:4502102:-	   66.0	    0.0	 9999.9	    1.1	  18.97	  19.87	  89.42	   0.51	   0.00	--------	-1	0.00	*
19:16466097:-	   66.0	    0.0	 9999.9	    1.1	  18.97	  19.87	  89.42	   0.39	   0.00	--------	-1	0.00	*
19:16685772:-	   66.0	    0.0	 9999.9	    1.1	  18.97	  19.87	  89.42	   0.37	   0.00	--------	-1	0.00	*
19:19230465:+	   66.0	    0.0	 9999.9	    1.1	  18.97	  19.87	  89.42	   0.53	   0.00	--------	-1	0.00	*
2:37324682:-	   66.0	    0.0	 9999.9	   11.5	  18.97	  19.87	  27.68	   0.21	   0.54	--------	-1	0.00	*
2:158593823:+	   66.0	    0.0	 9999.9	    0.4	  18.97	  19.87	 116.47	   0.21	   0.00	--------	-1	0.00	*
20:46282437:-	   66.0	    0.0	 9999.9	    1.4	  18.97	  19.87	  82.84	   0.13	   0.49	--------	-1	0.00	*
21:18940157:+	   66.0	    0.0	 9999.9	    4.3	  18.97	  19.87	  52.87	   0.26	   0.46	--------	-1	0.00	*
3:52262670:+	   66.0	    0.0	 9999.9	    0.5	  18.97	  19.87	 110.82	   0.48	   0.36	--------	-1	0.00	*
3:120044824:-	   66.0	    0.0	 9999.9	    0.5	  18.97	  19.87	 110.82	   0.32	   0.00	--------	-1	0.00	*
3:168802340:-	   66.0	    0.0	 9999.9	    0.5	  18.97	  19.87	 110.82	   0.11	   0.52	--------	-1	0.00	*
4:185549994:+	   66.0	    0.0	 9999.9	    0.4	  18.97	  19.87	 119.60	   0.17	   0.46	--------	-1	0.00	*
5:137492797:-	   66.0	    0.0	 9999.9	    0.5	  18.97	  19.87	 114.44	   0.44	   0.00	--------	-1	0.00	*
6:158932288:-	   66.0	    0.0	 9999.9	   11.9	  18.97	  19.87	  26.85	   0.34	   0.78	--------	-1	0.00	*
6:167453813:-	   66.0	    0.0	 9999.9	    9.1	  18.97	  19.87	  33.51	   0.13	   0.69	--------	-1	0.00	*
7:134870644:-	   66.0	    0.0	 9999.9	   11.7	  18.97	  19.87	  27.37	   0.27	   0.54	--------	-1	0.00	*
7:141353470:-	   66.0	    0.0	 9999.9	    7.2	  18.97	  19.87	  39.22	   0.19	   0.00	--------	-1	0.00	*
8:38175408:-	   66.0	    0.0	 9999.9	    5.1	  18.97	  19.87	  48.11	   0.37	   0.00	--------	-1	0.00	*
X:47835283:+	   66.0	    0.0	 9999.9	    0.4	  18.97	  19.87	 120.03	   0.11	   0.00	--------	-1	0.00	*
8:124332864:-	   66.0	    0.0	 9999.9	    0.4	  18.97	  19.87	 121.69	   0.48	   0.00	--------	-1	0.00	*
7:102097737:+	   66.0	    0.0	 9999.9	    1.7	  18.97	  19.87	  78.85	   0.30	   0.00	--------	-1	0.00	*
20:30783057:+	   65.9	    0.0	 9999.9	    0.8	  18.98	  19.87	  98.02	   0.51	   0.00	--------	-1	0.00	*
10:23730594:+	   65.9	    0.0	 9999.9	    2.9	  18.98	  19.87	  63.05	   0.37	   0.00	--------	-1	0.00	*
9:112933044:+	   65.9	    0.0	 9999.9	   12.4	  18.98	  19.87	  25.87	   0.30	   0.00	--------	-1	0.00	*
22:23657858:+	   65.8	    0.0	 9999.9	    1.1	  18.98	  19.87	  91.56	   0.31	   0.15	--------	-1	0.00	*
20:30782308:-	   65.8	    0.0	 9999.9	    6.6	  18.98	  19.87	  41.34	   0.43	   0.00	--------	-1	0.00	*
2:215592248:+	   65.7	    0.0	 9999.9	    2.3	  18.98	  19.87	  70.03	   0.13	   0.00	--------	-1	0.00	*
2:191555590:-	   65.7	    0.0	 9999.9	    6.3	  18.98	  19.87	  42.62	   0.14	   0.47	--------	-1	0.00	*
3:63988085:+	   65.7	    0.0	 9999.9	    0.5	  18.98	  19.87	 110.82	   0.28	   0.00	--------	-1	0.00	*
1:89299370:+	   65.7	    0.0	 9999.9	    0.9	  18.98	  19.87	  96.53	   0.07	   0.00	--------	-1	0.00	*
16:57287321:-	   65.6	    0.0	 9999.9	    5.6	  18.98	  19.87	  45.83	   0.28	   0.50	--------	-1	0.00	*
14:95553857:+	   65.6	    0.0	 9999.9	   10.5	  18.98	  19.87	  29.85	   0.29	   0.00	--------	-1	0.00	*
12:120780347:-	   65.6	    0.0	 9999.9	    0.7	  18.98	  19.87	 102.68	   0.13	   0.28	--------	-1	0.00	*
10:115490272:-	   65.6	    0.0	 9999.9	    0.6	  18.98	  19.87	 107.97	   0.39	   0.40	--------	-1	0.00	*
5:133292215:-	   65.5	    0.0	 9999.9	    1.0	  18.98	  19.87	  93.31	   0.11	   0.00	--------	-1	0.00	*
8:124332402:-	   65.5	    0.0	 9999.9	    0.4	  18.98	  19.87	 121.69	   0.30	   0.00	--------	-1	0.00	*
19:18978313:-	   65.5	    0.0	 9999.9	   14.0	  18.98	  19.87	  23.22	   0.31	   0.63	--------	-1	0.00	*
5:153433636:-	   65.3	    0.0	 9999.9	    0.5	  18.98	  19.87	 114.44	   0.31	   0.00	--------	-1	0.00	*
2:64859931:+	   65.3	    0.0	 9999.9	    6.7	  18.98	  19.87	  40.95	   0.26	   0.00	--------	-1	0.00	*
2:215592269:-	   65.3	    0.0	 9999.9	    2.3	  18.98	  19.87	  70.03	   0.16	   0.00	--------	-1	0.00	*
5:148732894:-	   65.2	    0.0	 9999.9	    4.5	  18.98	  19.87	  51.35	   0.42	   0.00	--------	-1	0.00	*
13:78338009:+	   65.2	    0.0	 9999.9	    0.3	  18.98	  19.87	 128.13	   0.33	   0.00	--------	-1	0.00	*
22:26848249:-	   65.2	    0.0	 9999.9	    1.5	  18.98	  19.87	  80.85	   0.09	   0.00	--------	-1	0.00	*
13:78338020:-	   65.2	    0.0	 9999.9	    0.3	  18.98	  19.87	 128.13	   0.14	   0.00	--------	-1	0.00	*
1:87811161:-	   65.1	    0.0	 9999.9	    2.4	  18.98	  19.87	  69.04	   0.24	   0.00	--------	-1	0.00	*
4:39826267:-	   65.1	    0.0	 9999.9	    0.3	  18.98	  19.87	 123.33	   0.14	   0.00	--------	-1	0.00	*
11:120959891:+	   66.0	    0.0	 9999.9	   16.5	  18.69	  19.87	  19.58	   0.09	   0.79	--------	-1	0.00	*
1:934377:+	   65.0	    0.0	 9999.9	    0.8	  18.68	  19.57	  98.67	   0.55	   0.00	--------	-1	0.00	*
1:14114254:+	   65.0	    0.0	 9999.9	    0.8	  18.68	  19.57	  98.67	   0.08	   0.00	--------	-1	0.00	*
1:21133083:-	   65.0	    0.0	 9999.9	    0.8	  18.68	  19.57	  98.67	   0.20	   0.00	--------	-1	0.00	*
1:43142360:-	   65.0	    0.0	 9999.9	    0.8	  18.68	  19.57	  98.67	   0.58	   0.00	--------	-1	0.00	*
1:227083610:-	   65.0	    0.0	 9999.9	    0.8	  18.68	  19.57	  98.67	   0.09	   0.03	--------	-1	0.00	*
10:115880922:+	   65.0	    0.0	 9999.9	    3.4	  18.68	  19.57	  57.94	   0.27	   0.00	--------	-1	0.00	*
10:131634718:+	   65.0	    0.0	 9999.9	   13.8	  18.68	  19.57	  22.87	   0.34	   0.71	--------	-1	0.00	*
11:62444002:-	   65.0	    0.0	 9999.9	    9.8	  18.68	  19.57	  30.81	   0.54	   0.00	--------	-1	0.00	*
12:12627877:-	   65.0	    0.0	 9999.9	    6.2	  18.68	  19.57	  41.98	   0.23	   0.00	--------	-1	0.00	*
12:26222059:-	   65.0	    0.0	 9999.9	   15.9	  18.68	  19.57	  19.80	   0.33	   0.32	--------	-1	0.00	*
12:44123778:-	   65.0	    0.0	 9999.9	    8.7	  18.68	  19.57	  33.74	   0.27	   0.00	--------	-1	0.00	*
14:90874476:+	   65.0	    0.0	 9999.9	    3.7	  18.68	  19.57	  55.86	   0.33	   0.91	--------	-1	0.00	*
17:79991778:-	   65.0	    0.0	 9999.9	    1.5	  18.68	  19.57	  80.46	   0.46	   0.00	--------	-1	0.00	*
18:74072321:+	   65.0	    0.0	 9999.9	    3.4	  18.68	  19.57	  57.63	   0.18	   0.49	--------	-1	0.00	*
18:77897796:+	   65.0	    0.0	 9999.9	    5.6	  18.68	  19.57	  44.60	   0.16	   0.78	--------	-1	0.00	*
2:32380465:+	   65.0	    0.0	 9999.9	    0.4	  18.68	  19.57	 114.29	   0.23	   0.00	--------	-1	0.00	*
2:97525816:+	   65.0	    0.0	 9999.9	    0.4	  18.68	  19.57	 114.29	   0.04	   0.34	--------	-1	0.00	*
2:105474988:-	   65.0	    0.0	 9999.9	    0.4	  18.68	  19.57	 114.29	   0.44	   0.54	--------	-1	0.00	*
2:190340182:+	   65.0	    0.0	 9999.9	    0.4	  18.68	  19.57	 114.29	   0.55	   0.00	--------	-1	0.00	*
2:238674458:+	   65.0	    0.0	 9999.9	    4.5	  18.68	  19.57	  50.51	   0.29	   0.62	--------	-1	0.00	*
20:62664409:+	   65.0	    0.0	 9999.9	    0.7	  18.68	  19.57	 102.26	   0.58	   0.00	--------	-1	0.00	*
3:49145629:+	   65.0	    0.0	 9999.9	    1.3	  18.68	  19.57	  83.96	   0.24	   0.01	--------	-1	0.00	*
3:160969581:+	   65.0	    0.0	 9999.9	    1.5	  18.68	  19.57	  79.72	   0.18	   0.00	--------	-1	0.00	*
4:79840750:-	   65.0	    0.0	 9999.9	    1.7	  18.69	  19.57	  76.54	   0.22	   0.44	--------	-1	0.00	*
4:104027233:+	   65.0	    0.0	 9999.9	    0.3	  18.69	  19.57	 121.35	   0.54	   0.00	--------	-1	0.00	*
5:130761235:-	   65.0	    0.0	 9999.9	    3.7	  18.69	  19.57	  55.43	   0.28	   0.00	--------	-1	0.00	*
7:50659374:-	   65.0	    0.0	 9999.9	    3.3	  18.69	  19.57	  58.73	   0.19	   0.36	--------	-1	0.00	*
9:85595803:+	   65.0	    0.0	 9999.9	    0.4	  18.69	  19.57	 114.51	   0.17	   0.65	--------	-1	0.00	*
9:86553586:-	   65.0	    0.0	 9999.9	    0.4	  18.69	  19.57	 114.51	   0.23	   0.00	--------	-1	0.00	*
2:208627671:-	   65.0	    0.0	 9999.9	    3.8	  18.69	  19.57	  55.08	   0.16	   0.51	--------	-1	0.00	*
15:81047925:+	   65.0	    0.0	 9999.9	    0.5	  18.69	  19.57	 112.87	   0.44	   0.00	--------	-1	0.00	*
17:42283884:-	   65.0	    0.0	 9999.9	   11.6	  18.69	  19.57	  26.76	   0.26	   0.22	--------	-1	0.00	*
2:25964709:+	   64.9	    0.0	 9999.9	    8.8	  18.69	  19.57	  33.37	   0.11	   0.69	--------	-1	0.00	*
7:30405810:-	   64.9	    0.0	 9999.9	    0.8	  18.69	  19.57	  96.58	   0.33	   0.00	--------	-1	0.00	*
8:22278143:+	   64.8	    0.0	 9999.9	    7.3	  18.69	  19.57	  37.92	   0.12	   0.34	--------	-1	0.00	*
4:153243053:-	   64.8	    0.0	 9999.9	    0.3	  18.69	  19.57	 121.35	   0.18	   0.46	--------	-1	0.00	*
19:33791503:-	   64.8	    0.0	 9999.9	    1.1	  18.69	  19.57	  87.66	   0.18	   0.00	--------	-1	0.00	*
10:103545776:+	   64.7	    0.0	 9999.9	    0.5	  18.69	  19.57	 109.49	   0.47	   0.40	--------	-1	0.00	*
5:65375494:+	   64.7	    0.0	 9999.9	    0.5	  18.69	  19.57	 112.29	   0.42	   0.00	--------	-1	0.00	*
1:38175146:+	   64.7	    0.0	 9999.9	    0.8	  18.69	  19.57	  98.67	   0.16	   0.00	--------	-1	0.00	*
9:127909778:+	   64.6	    0.0	 9999.9	    0.4	  18.69	  19.57	 114.51	   0.18	   0.00	--------	-1	0.00	*
2:100016210:+	   64.6	    0.0	 9999.9	    0.4	  18.69	  19.57	 114.29	   0.36	   0.00	--------	-1	0.00	*
17:19808266:-	   64.5	    0.0	 9999.9	    4.3	  18.69	  19.57	  51.70	   0.39	   0.00	--------	-1	0.00	*
8:103661330:-	   64.5	    0.0	 9999.9	    0.4	  18.69	  19.57	 119.43	   0.34	   0.00	--------	-1	0.00	*
22:32014534:-	   64.5	    0.0	 9999.9	    0.9	  18.69	  19.57	  95.49	   0.42	   0.00	--------	-1	0.00	*
7:6728652:-	   64.5	    0.0	 9999.9	    2.2	  18.69	  19.57	  69.17	   0.05	   0.00	--------	-1	0.00	*
13:21751448:-	   64.2	    0.0	 9999.9	    3.0	  18.69	  19.57	  61.56	   0.47	   0.07	--------	-1	0.00	*
20:11906050:-	   64.2	    0.0	 9999.9	    2.1	  18.69	  19.57	  70.49	   0.35	   0.00	--------	-1	0.00	*
3:51702029:-	   64.2	    0.0	 9999.9	    6.6	  18.69	  19.57	  40.61	   0.33	   0.26	--------	-1	0.00	*
20:55983395:+	   64.2	    0.0	 9999.9	    0.7	  18.69	  19.57	 102.26	   0.23	   0.78	--------	-1	0.00	*
13:100617327:-	   64.0	    0.0	 9999.9	   10.1	  18.69	  19.57	  30.10	   0.06	   0.00	--------	-1	0.00	*
16:19563828:+	   64.0	    0.0	 9999.9	    0.7	  18.69	  19.57	 102.01	   0.24	   0.00	--------	-1	0.00	*
1:38266715:+	   64.0	    0.0	 9999.9	    0.8	  18.39	  19.27	  96.74	   0.34	   0.00	--------	-1	0.00	*
1:53292736:-	   64.0	    0.0	 9999.9	   12.1	  18.39	  19.27	  25.13	   0.22	   0.19	--------	-1	0.00	*
1:63790630:-	   64.0	    0.0	 9999.9	    0.8	  18.39	  19.27	  96.74	   0.46	   0.11	--------	-1	0.00	*
1:101455660:+	   64.0	    0.0	 9999.9	    0.8	  18.39	  19.27	  96.74	   0.41	   0.30	--------	-1	0.00	*
1:156028238:+	   64.0	    0.0	 9999.9	    0.8	  18.39	  19.27	  96.74	   0.54	   0.00	--------	-1	0.00	*
1:212988600:+	   64.0	    0.0	 9999.9	    7.2	  18.39	  19.27	  37.38	   0.48	   0.24	--------	-1	0.00	*
10:70452605:-	   64.0	    0.0	 9999.9	    4.4	  18.39	  19.27	  49.89	   0.17	   0.64	--------	-1	0.00	*
10:88195541:+	   64.0	    0.0	 9999.9	   11.0	  18.39	  19.27	  27.32	   0.20	   0.81	--------	-1	0.00	*
11:33763122:-	   64.0	    0.0	 9999.9	    4.1	  18.39	  19.27	  51.74	   0.14	   0.51	--------	-1	0.00	*
11:110333868:-	   64.0	    0.0	 9999.9	    5.4	  18.39	  19.27	  44.73	   0.13	   0.00	--------	-1	0.00	*
12:32145677:-	   64.0	    0.0	 9999.9	    0.7	  18.39	  19.27	  98.76	   0.24	   0.00	--------	-1	0.00	*
12:39687288:+	   64.0	    0.0	 9999.9	    4.2	  18.39	  19.27	  50.89	   0.23	   0.75	--------	-1	0.00	*
12:108126751:-	   64.0	    0.0	 9999.9	    0.7	  18.39	  19.27	  98.76	   0.23	   0.00	--------	-1	0.00	*
13:28009776:-	   64.0	    0.0	 9999.9	    0.3	  18.39	  19.27	 123.43	   0.59	   0.00	--------	-1	0.00	*
15:77905408:-	   64.0	    0.0	 9999.9	    0.6	  18.39	  19.27	 104.95	   0.39	   0.00	--------	-1	0.00	*
16:14763039:-	   64.0	    0.0	 9999.9	    3.0	  18.39	  19.27	  59.78	   0.35	   0.43	--------	-1	0.00	*
17:27955023:-	   64.0	    0.0	 9999.9	    8.7	  18.39	  19.27	  32.77	   0.40	   0.56	--------	-1	0.00	*
17:42472690:-	   64.0	    0.0	 9999.9	    4.5	  18.39	  19.27	  49.19	   0.43	   0.34	--------	-1	0.00	*
17:56051556:-	   64.0	    0.0	 9999.9	    1.1	  18.39	  19.27	  85.73	   0.29	   0.00	--------	-1	0.00	*
19:11033446:+	   64.0	    0.0	 9999.9	    1.1	  18.39	  19.27	  85.91	   0.36	   0.70	--------	-1	0.00	*
19:44111644:+	   64.0	    0.0	 9999.9	    1.1	  18.39	  19.27	  85.91	   0.55	   0.00	--------	-1	0.00	*
