Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
8:80676687:+	  487.6	   42.4	   11.5	   24.2	  93.35	  96.17	 999.00	   0.51	   0.33	--------	-1	0.00	*
1:150548958:+	  485.0	   28.8	   16.9	   86.0	 104.38	 107.38	 192.87	   0.59	   0.00	--------	-1	0.00	*
1:150549847:-	  479.0	    0.0	 9999.9	   26.5	 140.56	 144.19	 999.00	  -0.13	   0.00	--------	-1	0.00	*
8:37557276:-	  477.0	  103.8	    4.6	    1.0	  55.54	  57.60	 999.00	   0.32	   0.00	--------	-1	0.00	*
5:179041694:-	  476.0	   61.3	    7.8	   34.7	  77.13	  79.67	 999.00	   0.28	   0.65	--------	-1	0.00	*
3:128889017:+	  470.6	  144.5	    3.3	    0.6	  39.09	  40.71	 999.00	   0.40	   0.00	--------	-1	0.00	*
1:150548963:-	  469.0	   27.2	   17.2	   86.0	 101.00	 103.91	 180.96	   0.63	   0.00	--------	-1	0.00	*
1:234742298:-	  469.0	    9.3	   50.5	    7.7	 120.64	 123.98	 999.00	   0.16	   0.00	--------	-1	0.00	*
10:51592366:-	  468.0	  126.0	    3.7	   50.3	  45.00	  46.77	 273.55	   0.48	   0.33	--------	-1	0.00	*
17:79845766:-	  461.0	   56.0	    8.2	    1.1	  77.27	  79.82	 999.00	   0.58	   0.00	--------	-1	0.00	*
9:127998779:-	  461.0	   53.9	    8.6	    4.5	  78.57	  81.15	 999.00	   0.65	   0.05	--------	-1	0.00	*
1:39470336:-	  450.0	   52.9	    8.5	   15.7	  76.51	  79.05	 999.00	   0.47	   0.21	--------	-1	0.00	*
7:26251975:-	  449.0	  140.7	    3.2	    2.9	  36.42	  37.96	 999.00	   0.67	   0.00	--------	-1	0.00	*
1:150549572:-	  447.0	   35.3	   12.7	   75.5	  88.21	  90.89	 185.72	   0.20	   0.00	--------	-1	0.00	*
2:62095752:-	  446.0	  134.1	    3.3	    1.9	  37.79	  39.36	 999.00	   0.64	   0.04	--------	-1	0.00	*
4:1694707:-	  445.8	   32.0	   13.9	    0.3	  90.37	  93.14	 999.00	   0.51	   0.00	--------	-1	0.00	*
9:33039072:-	  442.0	  133.6	    3.3	    0.4	  37.39	  38.95	 999.00	   0.31	   0.00	--------	-1	0.00	*
19:812193:+	  440.4	  143.5	    3.1	   45.9	  34.11	  35.56	 263.63	   0.52	   0.00	--------	-1	0.00	*
6:52129237:+	  439.0	   63.1	    7.0	    0.6	  67.04	  69.37	 999.00	   0.46	   0.47	--------	-1	0.00	*
11:10819013:+	  438.0	  221.8	    2.0	    1.6	  16.16	  16.94	 999.00	   0.35	   0.62	--------	-1	0.00	*
17:73774485:+	  433.8	   54.4	    8.0	   12.9	  71.30	  73.71	 999.00	   0.48	   0.00	--------	-1	0.00	*
1:59247123:+	  431.0	    8.1	   53.2	    0.8	 111.40	 114.54	 999.00	   0.21	   0.00	--------	-1	0.00	*
9:100777995:+	  428.0	   31.3	   13.7	    0.4	  86.47	  89.13	 999.00	   0.50	   0.00	--------	-1	0.00	*
9:100777983:-	  425.9	   37.7	   11.3	    0.4	  81.09	  83.70	 999.00	   0.63	   0.00	--------	-1	0.00	*
4:83275187:+	  424.1	   80.5	    5.3	    0.3	  54.84	  56.90	 999.00	   0.65	   0.15	--------	-1	0.00	*
19:36729417:+	  423.0	    3.5	  119.6	    1.1	 116.15	 119.40	 999.00	  -0.01	   0.00	--------	-1	0.00	*
6:17615931:-	  421.3	   13.8	   30.6	    2.5	 102.35	 105.31	 999.00	   0.15	   0.00	--------	-1	0.00	*
1:201938945:-	  420.7	   59.4	    7.1	    0.8	  65.11	  67.39	 999.00	   0.28	   0.00	--------	-1	0.00	*
12:16056340:+	  420.0	   98.0	    4.3	    2.6	  46.25	  48.05	 999.00	   0.34	   0.49	--------	-1	0.00	*
5:133532848:-	  419.7	   32.7	   12.9	    4.4	  83.51	  86.14	 999.00	   0.56	   0.00	--------	-1	0.00	*
17:48445313:+	  416.0	   56.0	    7.4	    1.1	  66.29	  68.61	 999.00	   0.57	   0.00	--------	-1	0.00	*
X:39910982:-	  415.4	   12.6	   33.0	    0.4	 101.84	 104.78	 999.00	   0.54	   0.00	--------	-1	0.00	*
10:70743148:+	  415.0	   44.8	    9.3	    2.6	  73.19	  75.64	 999.00	   0.52	   0.00	--------	-1	0.00	*
16:56977342:-	  415.0	   34.7	   12.0	   15.5	  80.56	  83.17	 999.00	   0.37	   0.50	--------	-1	0.00	*
11:61564480:-	  412.2	   33.1	   12.5	    3.9	  80.83	  83.44	 999.00	   0.44	   0.49	--------	-1	0.00	*
16:30535720:+	  411.0	   15.8	   26.1	    0.7	  97.00	  99.88	 999.00	   0.51	   0.48	--------	-1	0.00	*
12:98995367:+	  409.0	   84.3	    4.9	    0.7	  49.53	  51.43	 999.00	   0.62	   0.00	--------	-1	0.00	*
3:23961416:-	  408.0	   96.4	    4.2	    3.8	  44.21	  45.95	 999.00	   0.14	   0.00	--------	-1	0.00	*
13:31710833:-	  407.4	    0.0	 9999.9	    6.9	 119.54	 122.82	 999.00	   0.66	   0.00	--------	-1	0.00	*
3:128889019:-	  406.7	  152.6	    2.7	    0.6	  26.01	  27.17	 999.00	   0.43	   0.00	--------	-1	0.00	*
12:46753131:+	  405.0	   52.9	    7.7	   44.7	  65.48	  67.78	 233.04	   0.15	   0.53	--------	-1	0.00	*
11:10818733:-	  404.7	  106.2	    3.8	    1.6	  39.75	  41.38	 999.00	   0.62	   0.00	--------	-1	0.00	*
1:201938973:+	  401.2	   67.7	    5.9	    0.8	  56.23	  58.31	 999.00	   0.27	   0.00	--------	-1	0.00	*
1:39470364:+	  401.0	   59.0	    6.8	   15.7	  60.40	  62.55	 999.00	   0.38	   0.17	--------	-1	0.00	*
21:18966119:-	  400.0	   33.5	   11.9	    1.7	  77.43	  79.98	 999.00	   0.34	   0.04	--------	-1	0.00	*
3:100467755:+	  398.0	   56.0	    7.1	    2.1	  62.01	  64.20	 999.00	   0.46	   0.19	--------	-1	0.00	*
6:38643775:-	  397.0	   88.8	    4.5	    0.6	  45.25	  47.03	 999.00	   0.51	   0.00	--------	-1	0.00	*
7:56130913:+	  397.0	   66.8	    5.9	    0.5	  55.62	  57.68	 999.00	   0.47	   0.00	--------	-1	0.00	*
6:38644357:+	  396.0	  181.1	    2.2	    0.6	  17.95	  18.80	 999.00	   0.09	   0.00	--------	-1	0.00	*
11:77327600:+	  395.0	   84.0	    4.7	    1.9	  47.00	  48.82	 999.00	   0.28	   0.58	--------	-1	0.00	*
6:32948803:+	  394.8	   47.9	    8.2	    0.6	  66.20	  68.51	 999.00	   0.20	   0.00	--------	-1	0.00	*
3:128888696:+	  394.4	   65.0	    6.1	    0.6	  55.69	  57.75	 999.00	   0.38	   0.00	--------	-1	0.00	*
2:43449769:-	  393.4	   31.2	   12.6	    0.4	  77.44	  80.00	 999.00	   0.10	   0.00	--------	-1	0.00	*
6:116598592:-	  393.1	    3.0	  130.6	   13.1	 107.72	 110.79	 999.00	   0.54	   0.00	--------	-1	0.00	*
3:128888483:-	  392.3	    1.8	  217.1	    0.6	 110.91	 114.01	 999.00	   0.18	   0.00	--------	-1	0.00	*
6:160177076:-	  392.0	   36.9	   10.6	    4.7	  73.09	  75.53	 999.00	   0.27	   0.24	--------	-1	0.00	*
3:41281357:-	  391.7	   74.2	    5.3	    7.5	  50.48	  52.42	 999.00	   0.57	   0.00	--------	-1	0.00	*
1:113455176:+	  391.0	    7.4	   52.8	   27.5	 101.02	 103.93	 294.34	   0.45	   0.18	--------	-1	0.00	*
X:16862967:+	  391.0	   85.8	    4.6	   66.3	  45.28	  47.06	 161.90	   0.45	   0.36	--------	-1	0.00	*
7:26251978:+	  390.0	  125.3	    3.1	    2.9	  30.65	  31.99	 999.00	   0.62	   0.00	--------	-1	0.00	*
11:10819061:-	  389.3	  163.2	    2.4	    1.6	  20.84	  21.81	 999.00	   0.28	   0.00	--------	-1	0.00	*
5:137088393:+	  388.0	    5.4	   72.3	    0.5	 102.92	 105.90	 999.00	   0.26	   0.35	--------	-1	0.00	*
4:1694709:+	  385.0	   27.9	   13.8	    0.3	  78.36	  80.94	 999.00	   0.58	   0.50	--------	-1	0.00	*
6:17615891:+	  384.2	    2.9	  134.4	    2.8	 106.78	 109.81	 999.00	   0.31	   0.38	--------	-1	0.00	*
1:245017536:+	  383.5	  156.4	    2.5	   19.0	  21.54	  22.53	 999.00	   0.60	   0.00	--------	-1	0.00	*
4:6643800:+	  380.3	  121.9	    3.1	    2.5	  30.28	  31.61	 999.00	   0.14	   0.00	--------	-1	0.00	*
16:30455173:+	  380.0	   73.2	    5.2	   26.7	  48.34	  50.21	 286.51	   0.33	   0.80	--------	-1	0.00	*
1:156711956:-	  379.0	   91.9	    4.1	    1.6	  40.34	  41.98	 999.00	   0.66	   0.00	--------	-1	0.00	*
15:52844110:+	  378.0	   28.0	   13.5	   27.0	  76.52	  79.04	 282.65	  -0.13	   0.00	--------	-1	0.00	*
4:174253078:+	  377.6	   19.9	   19.0	    0.3	  83.75	  86.39	 999.00	   0.45	   0.00	--------	-1	0.00	*
3:142775641:+	  377.2	   35.6	   10.6	   17.6	  70.23	  72.62	 999.00	   0.28	   0.00	--------	-1	0.00	*
12:109548454:-	  377.0	    0.0	 9999.9	    0.7	 110.40	 113.49	 999.00	   0.37	   0.00	--------	-1	0.00	*
16:56977349:+	  374.0	   35.3	   10.6	   15.5	  69.20	  71.58	 999.00	   0.43	   0.67	--------	-1	0.00	*
5:43291063:+	  373.0	   40.7	    9.2	    1.4	  65.41	  67.69	 999.00	   0.31	   0.00	--------	-1	0.00	*
7:138269924:-	  372.7	    0.4	 1034.3	    0.5	 106.96	 110.01	 999.00	   0.55	   0.00	--------	-1	0.00	*
11:75116698:+	  372.6	   93.8	    4.0	    2.2	  38.35	  39.94	 999.00	   0.68	   0.00	--------	-1	0.00	*
1:154179496:+	  372.0	   56.4	    6.6	   13.2	  55.26	  57.32	 999.00	   0.46	   0.43	--------	-1	0.00	*
1:205683975:-	  372.0	   81.8	    4.5	   69.6	  43.03	  44.74	 141.14	   0.12	   0.00	--------	-1	0.00	*
7:155100129:-	  370.2	   32.6	   11.4	    0.5	  70.68	  73.09	 999.00	   0.50	   0.00	--------	-1	0.00	*
1:228286753:-	  369.0	   95.1	    3.9	    4.4	  36.81	  38.35	 999.00	   0.53	   0.00	--------	-1	0.00	*
1:182352973:+	  367.7	   12.3	   29.9	    3.6	  88.31	  91.01	 999.00	   0.33	   0.00	--------	-1	0.00	*
1:59246720:-	  366.0	   29.4	   12.4	    0.8	  71.74	  74.15	 999.00	   0.21	   0.00	--------	-1	0.00	*
X:39910978:+	  365.7	   10.5	   34.9	    0.4	  90.04	  92.80	 999.00	   0.48	   0.00	--------	-1	0.00	*
1:228286762:+	  365.0	  100.8	    3.6	    4.4	  34.24	  35.69	 999.00	   0.57	   0.00	--------	-1	0.00	*
17:1247929:-	  364.4	  104.3	    3.5	    3.4	  32.86	  34.27	 999.00	   0.70	   0.21	--------	-1	0.00	*
1:226548875:+	  364.0	   74.3	    4.9	    0.8	  44.42	  46.18	 999.00	   0.59	   0.23	--------	-1	0.00	*
3:23961415:+	  363.0	   85.6	    4.2	    3.8	  39.50	  41.12	 999.00	   0.20	   0.00	--------	-1	0.00	*
6:38644380:-	  363.0	  196.8	    1.8	    0.6	  11.39	  11.97	 999.00	   0.05	   0.00	--------	-1	0.00	*
16:69362783:+	  362.0	  140.0	    2.6	   13.8	  22.24	  23.27	 999.00	   0.34	   0.00	--------	-1	0.00	*
17:62495930:-	  362.0	   87.3	    4.1	   16.5	  38.49	  40.09	 999.00	   0.59	   0.09	--------	-1	0.00	*
7:23544686:+	  362.0	   29.5	   12.3	    6.9	  70.69	  73.09	 999.00	   0.56	   0.21	--------	-1	0.00	*
12:69995182:-	  361.0	   93.4	    3.9	    0.7	  36.00	  37.51	 999.00	   0.66	   0.00	--------	-1	0.00	*
19:36728576:+	  360.0	    0.0	 9999.9	    1.1	 105.35	 108.37	 999.00	   0.14	   0.00	--------	-1	0.00	*
1:156770486:+	  359.0	   56.0	    6.4	    0.8	  52.79	  54.78	 999.00	   0.42	   0.00	--------	-1	0.00	*
1:228286067:+	  359.0	  140.0	    2.6	    1.6	  21.78	  22.79	 999.00	   0.24	   0.00	--------	-1	0.00	*
6:19839785:+	  359.0	   24.4	   14.7	   29.7	  74.02	  76.49	 247.17	   0.40	   0.00	--------	-1	0.00	*
6:114182864:-	  358.4	   77.1	    4.6	   50.9	  42.03	  43.72	 172.57	   0.59	   0.00	--------	-1	0.00	*
18:32915100:+	  358.3	   42.3	    8.5	   19.9	  60.61	  62.77	 305.59	   0.31	   0.40	--------	-1	0.00	*
17:48829620:-	  358.2	   30.3	   11.8	    1.1	  69.12	  71.49	 999.00	   0.62	   0.00	--------	-1	0.00	*
17:56081052:-	  358.0	  266.0	    1.3	  240.8	   3.63	   3.88	  11.96	   0.30	   0.00	--------	-1	0.00	*
17:56081283:+	  358.0	  225.0	    1.6	  231.3	   7.29	   7.70	  14.12	   0.25	   0.00	--------	-1	0.00	*
10:70743153:-	  357.5	   37.2	    9.6	    2.6	  63.73	  65.96	 999.00	   0.36	   0.15	--------	-1	0.00	*
6:7882758:-	  356.4	   72.4	    4.9	    8.3	  43.83	  45.57	 999.00	   0.23	   0.00	--------	-1	0.00	*
16:30455175:-	  356.0	   66.7	    5.3	   26.7	  46.43	  48.24	 259.16	   0.33	   0.55	--------	-1	0.00	*
18:29710544:-	  355.0	   51.9	    6.8	    8.0	  54.11	  56.14	 999.00	   0.35	   0.00	--------	-1	0.00	*
5:177637916:-	  354.4	  103.0	    3.4	    1.5	  31.68	  33.05	 999.00	   0.63	   0.00	--------	-1	0.00	*
13:31710842:+	  353.4	    0.0	 9999.9	    6.9	 103.57	 106.56	 999.00	   0.68	   0.00	--------	-1	0.00	*
1:228286062:-	  352.0	  168.0	    2.1	    1.6	  14.87	  15.60	 999.00	   0.32	   0.00	--------	-1	0.00	*
11:4160000:+	  352.0	   24.2	   14.6	    6.3	  72.17	  74.59	 999.00	   0.40	   0.36	--------	-1	0.00	*
1:113455173:-	  350.0	    6.6	   53.0	   27.5	  90.54	  93.32	 248.05	   0.41	   0.21	--------	-1	0.00	*
3:52289724:+	  349.9	    2.2	  156.3	    0.5	  96.54	  99.40	 999.00	   0.05	   0.00	--------	-1	0.00	*
5:177637909:+	  349.5	   99.0	    3.5	    1.5	  31.76	  33.14	 999.00	   0.29	   0.00	--------	-1	0.00	*
5:154194610:+	  349.0	   94.6	    3.7	    8.7	  33.31	  34.75	 999.00	   0.27	   0.00	--------	-1	0.00	*
7:155100161:+	  347.5	   37.4	    9.3	    0.5	  61.22	  63.39	 999.00	   0.42	   0.38	--------	-1	0.00	*
1:120286781:-	  347.0	  100.0	    3.5	    0.8	  30.87	  32.22	 999.00	   0.65	   0.00	--------	-1	0.00	*
14:95556724:-	  347.0	    0.0	 9999.9	   10.5	 101.53	 104.46	 999.00	   0.67	   0.00	--------	-1	0.00	*
19:812257:-	  347.0	   34.7	   10.0	   45.9	  63.08	  65.29	 175.87	   0.47	   0.00	--------	-1	0.00	*
22:32353050:-	  346.6	  104.0	    3.3	    0.9	  29.56	  30.86	 999.00	   0.47	   0.00	--------	-1	0.00	*
4:174253073:-	  346.0	   18.2	   19.0	    0.3	  75.94	  78.46	 999.00	   0.40	   0.00	--------	-1	0.00	*
6:114182336:-	  345.6	   29.1	   11.9	   50.9	  66.50	  68.83	 161.63	   0.27	   0.00	--------	-1	0.00	*
22:29190818:-	  345.4	   42.4	    8.1	    0.9	  57.41	  59.50	 999.00	   0.05	   0.00	--------	-1	0.00	*
17:74731005:+	  344.5	  144.1	    2.4	   18.5	  18.55	  19.42	 298.31	   0.24	   0.00	--------	-1	0.00	*
12:53873532:-	  344.4	  118.6	    2.9	    6.8	  25.01	  26.14	 999.00	   0.46	   0.00	--------	-1	0.00	*
10:103923369:+	  342.0	   71.9	    4.8	   19.7	  41.07	  42.74	 285.81	   0.19	   0.66	--------	-1	0.00	*
9:74970695:-	  342.0	  112.0	    3.1	    2.2	  26.52	  27.71	 999.00	   0.39	   0.41	--------	-1	0.00	*
5:154194787:-	  341.0	   45.3	    7.5	   12.8	  54.32	  56.35	 999.00	   0.12	   0.00	--------	-1	0.00	*
5:154195366:+	  341.0	   86.2	    4.0	   12.8	  34.71	  36.18	 999.00	   0.31	   0.00	--------	-1	0.00	*
1:226548882:-	  339.4	   93.7	    3.6	    0.8	  31.97	  33.35	 999.00	   0.59	   0.00	--------	-1	0.00	*
6:153292173:+	  339.0	    7.0	   48.6	    1.0	  87.72	  90.40	 999.00	   0.57	   0.00	--------	-1	0.00	*
12:1896133:+	  338.0	   28.0	   12.1	   31.2	  66.00	  68.31	 218.16	   0.25	   0.00	--------	-1	0.00	*
6:160177109:+	  338.0	   33.1	   10.2	    4.7	  61.51	  63.68	 999.00	   0.05	   0.39	--------	-1	0.00	*
2:62095756:+	  337.9	  101.5	    3.3	    1.9	  28.90	  30.18	 999.00	   0.65	   0.01	--------	-1	0.00	*
22:39918651:+	  337.0	   49.1	    6.9	    0.9	  51.02	  52.96	 999.00	   0.70	   0.00	--------	-1	0.00	*
1:154179456:-	  336.0	  111.6	    3.0	   13.2	  25.49	  26.64	 999.00	   0.41	   0.39	--------	-1	0.00	*
10:1086327:+	  335.8	   51.2	    6.6	    0.6	  49.66	  51.57	 999.00	   0.16	   0.00	--------	-1	0.00	*
12:69995173:+	  334.0	   88.6	    3.8	    0.7	  32.61	  34.01	 999.00	   0.71	   0.00	--------	-1	0.00	*
20:61827061:-	  332.0	   42.1	    7.9	    5.4	  53.99	  56.01	 999.00	   0.25	   0.62	--------	-1	0.00	*
10:103923349:-	  331.0	   54.1	    6.1	   19.7	  46.90	  48.72	 272.24	   0.23	   0.79	--------	-1	0.00	*
12:57057880:+	  330.8	  142.7	    2.3	    3.5	  16.99	  17.80	 999.00	   0.58	   0.50	--------	-1	0.00	*
12:104742560:+	  330.0	   19.1	   17.3	    0.7	  70.68	  73.08	 999.00	   0.05	   0.00	--------	-1	0.00	*
X:102930859:+	  329.5	  167.0	    2.0	    0.4	  12.16	  12.77	 999.00	   0.55	   0.00	--------	-1	0.00	*
18:32915414:+	  328.7	   43.1	    7.6	   46.7	  52.65	  54.64	 158.07	   0.34	   0.40	--------	-1	0.00	*
19:1435645:+	  328.0	    0.0	 9999.9	   33.4	  95.89	  98.74	 199.15	   0.35	   0.82	--------	-1	0.00	*
1:91990978:-	  327.0	   27.6	   11.9	    0.8	  63.16	  65.38	 999.00	   0.15	   0.00	--------	-1	0.00	*
11:6703231:+	  327.0	   91.3	    3.6	    5.9	  30.21	  31.53	 999.00	   0.65	   0.07	--------	-1	0.00	*
4:166264013:+	  327.0	   15.9	   20.6	    2.1	  73.68	  76.14	 999.00	   0.18	   0.00	--------	-1	0.00	*
X:112019607:-	  327.0	   70.0	    4.7	    0.4	  38.77	  40.38	 999.00	   0.24	   0.48	--------	-1	0.00	*
6:20493605:-	  326.2	   50.6	    6.4	    0.6	  48.13	  49.99	 999.00	   0.38	   0.00	--------	-1	0.00	*
6:18224753:+	  326.0	  110.7	    2.9	   20.0	  24.09	  25.18	 264.15	   0.15	   0.00	--------	-1	0.00	*
16:24583961:+	  324.0	   28.0	   11.6	    0.7	  62.39	  64.58	 999.00	   0.31	   0.46	--------	-1	0.00	*
3:184052830:-	  324.0	   28.0	   11.6	    0.5	  62.39	  64.58	 999.00	   0.34	   0.61	--------	-1	0.00	*
2:43450268:+	  322.8	   48.8	    6.6	    0.4	  48.31	  50.18	 999.00	   0.49	   0.00	--------	-1	0.00	*
X:154467405:-	  322.4	   26.6	   12.1	    0.4	  62.91	  65.12	 999.00	   0.26	   0.00	--------	-1	0.00	*
1:120286762:+	  322.0	  109.9	    2.9	    0.8	  23.70	  24.78	 999.00	   0.60	   0.00	--------	-1	0.00	*
1:171562336:-	  322.0	   28.0	   11.5	    0.8	  61.88	  64.05	 999.00	   0.06	   0.68	--------	-1	0.00	*
10:43881594:+	  320.5	    0.0	 9999.9	    4.8	  93.79	  96.63	 999.00	   0.48	   0.00	--------	-1	0.00	*
17:20905197:+	  320.0	   86.3	    3.7	    8.4	  30.64	  31.98	 999.00	   0.49	   0.00	--------	-1	0.00	*
21:40714428:+	  320.0	  102.9	    3.1	    0.4	  25.40	  26.54	 999.00	   0.66	   0.06	--------	-1	0.00	*
22:30824945:+	  319.0	   42.0	    7.6	    0.9	  51.46	  53.42	 999.00	   0.49	   0.06	--------	-1	0.00	*
4:166264005:-	  319.0	   12.1	   26.3	    2.1	  74.56	  77.05	 999.00	   0.29	   0.00	--------	-1	0.00	*
7:56131443:+	  318.0	   84.0	    3.8	    0.5	  31.54	  32.91	 999.00	   0.18	   0.00	--------	-1	0.00	*
18:32916671:+	  317.0	   23.3	   13.6	   19.9	  63.75	  65.98	 253.89	   0.34	   0.89	--------	-1	0.00	*
3:133307831:-	  317.0	   27.5	   11.5	   60.8	  60.58	  62.73	 117.69	   0.37	   0.80	--------	-1	0.00	*
8:67342691:-	  317.0	    0.0	 9999.9	    0.4	  92.62	  95.43	 999.00	   0.34	   0.00	--------	-1	0.00	*
16:30535713:-	  316.9	   12.2	   25.9	    0.7	  74.01	  76.48	 999.00	   0.60	   0.00	--------	-1	0.00	*
5:140698337:-	  316.0	   29.2	   10.8	    0.5	  58.81	  60.93	 999.00	   0.58	   0.00	--------	-1	0.00	*
6:52129241:-	  315.6	   47.5	    6.6	    0.6	  47.24	  49.07	 999.00	   0.58	   0.00	--------	-1	0.00	*
5:137087326:+	  315.3	   60.9	    5.2	    0.5	  40.52	  42.18	 999.00	   0.63	   0.00	--------	-1	0.00	*
2:20232519:+	  315.0	   81.0	    3.9	    8.3	  31.50	  32.87	 999.00	   0.49	   0.36	--------	-1	0.00	*
1:205683786:+	  314.0	  123.9	    2.5	   69.6	  18.93	  19.82	 101.61	   0.37	   0.24	--------	-1	0.00	*
