Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
16:85840580	    7.0	    0.0	 9999.9	    0.7	   1.97	   2.11	   5.12	  -0.99	   0.00	--------	-1	0.00	*
17:15624083	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.71	  -0.98	   0.00	--------	-1	0.00	*
17:47591743	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.71	  -1.74	   0.00	--------	-1	0.00	*
17:60770348	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.71	  -0.62	   0.00	--------	-1	0.00	*
17:74946455	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.71	  -0.66	   0.00	--------	-1	0.00	*
17:76109056	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.71	  -1.33	   0.00	--------	-1	0.00	*
18:66364309	    7.0	    0.0	 9999.9	    0.3	   1.97	   2.11	   7.14	  -2.55	   0.00	--------	-1	0.00	*
18:67509148	    7.0	    0.0	 9999.9	    1.9	   1.97	   2.11	   2.44	  -0.73	   0.00	--------	-1	0.00	*
19:1473832	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.73	  -0.21	   0.00	--------	-1	0.00	*
19:2836725	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.73	  -0.48	   0.00	--------	-1	0.00	*
19:9636070	    7.0	    0.0	 9999.9	    1.9	   1.97	   2.11	   2.44	  -0.76	   0.00	--------	-1	0.00	*
19:17899297	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.73	  -1.29	   0.00	--------	-1	0.00	*
19:44537225	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.73	  -2.03	   0.00	--------	-1	0.00	*
19:45666224	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.73	  -0.94	   0.00	--------	-1	0.00	*
19:48988745	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.73	  -0.78	   0.00	--------	-1	0.00	*
19:56114478	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.73	  -0.69	   0.00	--------	-1	0.00	*
2:28531623	    7.0	    0.0	 9999.9	    1.3	   1.97	   2.11	   3.44	  -2.50	   0.52	--------	-1	0.00	*
2:42586575	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -0.65	   0.00	--------	-1	0.00	*
2:45172207	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -0.89	   0.00	--------	-1	0.00	*
2:47613748	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -0.97	   0.00	--------	-1	0.00	*
2:56093868	    7.0	    0.0	 9999.9	    0.5	   1.97	   2.11	   6.12	  -0.66	   0.00	--------	-1	0.00	*
2:70451577	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -0.78	   0.00	--------	-1	0.00	*
2:120195917	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -0.69	   0.00	--------	-1	0.00	*
2:152973364	    7.0	    0.0	 9999.9	    2.1	   1.97	   2.11	   2.22	  -1.06	   0.00	--------	-1	0.00	*
2:220237036	    7.0	    0.0	 9999.9	    1.5	   1.97	   2.11	   3.04	  -0.44	   0.00	--------	-1	0.00	*
2:228550951	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.73	  -0.64	   0.00	--------	-1	0.00	*
2:230876531	    7.0	    0.0	 9999.9	    1.0	   1.97	   2.11	   4.21	  -0.50	   0.00	--------	-1	0.00	*
20:21696502	    7.0	    0.0	 9999.9	    0.7	   1.97	   2.11	   5.15	  -0.56	   0.00	--------	-1	0.00	*
20:44471356	    7.0	    0.0	 9999.9	    0.7	   1.97	   2.11	   5.15	  -0.78	   0.00	--------	-1	0.00	*
20:45187126	    7.0	    0.0	 9999.9	    0.7	   1.97	   2.11	   5.15	  -0.70	   0.00	--------	-1	0.00	*
21:28295008	    7.0	    0.0	 9999.9	    1.0	   1.97	   2.11	   4.19	  -0.77	   0.00	--------	-1	0.00	*
22:22055349	    7.0	    0.0	 9999.9	    1.2	   1.97	   2.11	   3.64	  -0.67	   0.00	--------	-1	0.00	*
22:22123492	    7.0	    0.0	 9999.9	    0.9	   1.97	   2.11	   4.48	  -1.06	   0.00	--------	-1	0.00	*
22:26119832	    7.0	    0.0	 9999.9	    1.6	   1.97	   2.11	   2.86	  -0.92	   0.00	--------	-1	0.00	*
22:41327399	    7.0	    0.0	 9999.9	    2.2	   1.97	   2.11	   2.17	  -0.50	   0.00	--------	-1	0.00	*
22:43525684	    7.0	    0.0	 9999.9	    1.5	   1.97	   2.11	   3.00	  -0.63	   0.00	--------	-1	0.00	*
3:15688088	    7.0	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.80	  -0.40	   0.00	--------	-1	0.00	*
3:49137252	    7.0	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.80	  -0.81	   0.00	--------	-1	0.00	*
3:50400348	    7.0	    0.0	 9999.9	    1.6	   1.97	   2.11	   2.88	  -1.19	   0.00	--------	-1	0.00	*
3:122292161	    7.0	    0.0	 9999.9	    1.8	   1.97	   2.11	   2.65	  -0.24	   0.00	--------	-1	0.00	*
3:179505857	    7.0	    0.0	 9999.9	    1.7	   1.97	   2.11	   2.72	  -0.45	   0.00	--------	-1	0.00	*
4:39452855	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.79	  -0.70	   0.00	--------	-1	0.00	*
4:103173159	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.79	  -0.58	   0.00	--------	-1	0.00	*
4:142945557	    7.0	    0.0	 9999.9	    0.5	   1.97	   2.11	   6.12	  -1.11	   0.00	--------	-1	0.00	*
4:147562892	    7.0	    0.0	 9999.9	    0.3	   1.97	   2.11	   7.09	  -0.60	   0.00	--------	-1	0.00	*
4:177100826	    7.0	    0.0	 9999.9	    0.3	   1.97	   2.11	   7.09	  -0.63	   0.00	--------	-1	0.00	*
5:58152112	    7.0	    0.0	 9999.9	    1.3	   1.97	   2.11	   3.44	  -0.45	   0.60	--------	-1	0.00	*
5:145135965	    7.0	    0.0	 9999.9	    1.0	   1.97	   2.11	   4.21	  -1.41	   0.68	--------	-1	0.00	*
6:17764118	    7.0	    0.0	 9999.9	    0.6	   1.97	   2.11	   5.55	  -0.56	   0.00	--------	-1	0.00	*
6:26171247	    7.0	    0.0	 9999.9	    0.6	   1.97	   2.11	   5.55	  -0.90	   0.00	--------	-1	0.00	*
6:32116177	    7.0	    0.0	 9999.9	    0.6	   1.97	   2.11	   5.55	  -0.66	   0.00	--------	-1	0.00	*
6:41569251	    7.0	    0.0	 9999.9	    0.6	   1.97	   2.11	   5.55	  -0.45	   0.00	--------	-1	0.00	*
6:71298483	    7.0	    0.0	 9999.9	    0.6	   1.97	   2.11	   5.55	  -0.68	   0.00	--------	-1	0.00	*
6:123387177	    7.0	    0.0	 9999.9	    2.0	   1.97	   2.11	   2.29	  -0.67	   0.00	--------	-1	0.00	*
6:123390214	    7.0	    0.0	 9999.9	    1.4	   1.97	   2.11	   3.21	  -0.65	   0.00	--------	-1	0.00	*
7:120990086	    7.0	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.98	  -1.95	   0.00	--------	-1	0.00	*
8:30888998	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.89	  -0.48	   0.00	--------	-1	0.00	*
8:133825394	    7.0	    0.0	 9999.9	    2.1	   1.97	   2.11	   2.24	  -0.64	   0.00	--------	-1	0.00	*
8:143692663	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.89	  -0.58	   0.00	--------	-1	0.00	*
9:16410361	    7.0	    0.0	 9999.9	    1.4	   1.97	   2.11	   3.22	  -0.80	   0.50	--------	-1	0.00	*
9:108156508	    7.0	    0.0	 9999.9	    2.1	   1.97	   2.11	   2.22	  -0.90	   0.00	--------	-1	0.00	*
9:108159489	    7.0	    0.0	 9999.9	    1.3	   1.97	   2.11	   3.33	  -0.89	   0.00	--------	-1	0.00	*
9:139958090	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.39	  -1.08	   0.00	--------	-1	0.00	*
X:15803718	    7.0	    0.0	 9999.9	    0.5	   1.97	   2.11	   6.18	  -0.63	   0.00	--------	-1	0.00	*
X:30747230	    7.0	    0.0	 9999.9	    1.6	   1.97	   2.11	   2.88	  -0.55	   0.00	--------	-1	0.00	*
X:119747698	    7.0	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.85	  -0.46	   0.00	--------	-1	0.00	*
X:119749581	    7.0	    0.0	 9999.9	    2.1	   1.97	   2.11	   2.22	  -0.39	   0.00	--------	-1	0.00	*
X:152228317	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.73	  -1.69	   0.00	--------	-1	0.00	*
Y:21152556	    7.0	    0.0	 9999.9	    0.8	   1.97	   2.11	   4.82	  -0.46	   0.00	--------	-1	0.00	*
18:32831363	    7.0	    0.0	 9999.9	    0.3	   1.97	   2.11	   7.14	  -1.12	   0.00	--------	-1	0.00	*
15:42835079	    7.0	    0.0	 9999.9	    0.5	   1.97	   2.11	   6.22	  -0.65	   0.00	--------	-1	0.00	*
14:21168025	    7.0	    0.0	 9999.9	    0.5	   1.97	   2.11	   6.05	  -0.56	   0.00	--------	-1	0.00	*
2:233208630	    7.0	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -1.17	   0.00	--------	-1	0.00	*
15:72118393	    7.0	    0.0	 9999.9	    0.5	   1.97	   2.11	   6.22	  -1.44	   0.00	--------	-1	0.00	*
8:37637097	    7.0	    0.0	 9999.9	    1.0	   1.97	   2.11	   4.22	  -1.13	   0.00	--------	-1	0.00	*
16:85112817	    6.9	    0.0	 9999.9	    0.7	   1.97	   2.11	   5.12	  -0.95	   0.00	--------	-1	0.00	*
12:123468510	    6.9	    0.0	 9999.9	    0.8	   1.97	   2.11	   4.83	  -1.08	   0.00	--------	-1	0.00	*
17:79224725	    6.9	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.71	  -1.30	   0.00	--------	-1	0.00	*
4:175157856	    6.9	    0.0	 9999.9	    0.3	   1.97	   2.11	   7.09	  -1.28	   0.00	--------	-1	0.00	*
11:130747353	    6.9	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.77	  -0.62	   0.00	--------	-1	0.00	*
13:33070680	    6.8	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.65	  -0.82	   0.00	--------	-1	0.00	*
14:70793046	    6.8	    0.0	 9999.9	    0.5	   1.97	   2.11	   6.05	  -1.29	   0.00	--------	-1	0.00	*
10:6469958	    6.8	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.88	  -0.67	   0.00	--------	-1	0.00	*
2:77744877	    6.8	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -0.63	   0.00	--------	-1	0.00	*
13:33079130	    6.8	    0.0	 9999.9	    0.6	   1.97	   2.11	   5.27	  -1.21	   0.00	--------	-1	0.00	*
15:62144800	    6.8	    0.0	 9999.9	    1.7	   1.97	   2.11	   2.74	  -1.12	   0.00	--------	-1	0.00	*
4:83840665	    6.8	    0.0	 9999.9	    0.3	   1.97	   2.11	   7.09	  -1.09	   0.00	--------	-1	0.00	*
16:28488630	    6.7	    0.0	 9999.9	    0.7	   1.97	   2.11	   5.12	  -1.18	   0.00	--------	-1	0.00	*
6:76628323	    6.7	    0.0	 9999.9	    2.2	   1.97	   2.11	   2.14	  -0.57	   0.00	--------	-1	0.00	*
X:37315121	    6.7	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.73	  -0.86	   0.00	--------	-1	0.00	*
2:230901534	    6.7	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -0.57	   0.00	--------	-1	0.00	*
18:32831739	    6.7	    0.0	 9999.9	    0.3	   1.97	   2.11	   7.14	  -0.74	   0.00	--------	-1	0.00	*
22:29540647	    6.7	    0.0	 9999.9	    0.9	   1.97	   2.11	   4.48	  -1.32	   0.00	--------	-1	0.00	*
1:116611016	    6.7	    0.0	 9999.9	    1.0	   1.97	   2.11	   4.13	  -1.55	   0.00	--------	-1	0.00	*
16:679226	    6.7	    0.0	 9999.9	    1.6	   1.97	   2.11	   2.94	  -1.42	   0.00	--------	-1	0.00	*
2:54888971	    6.7	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -1.10	   0.00	--------	-1	0.00	*
19:31048178	    6.6	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.73	  -0.95	   0.00	--------	-1	0.00	*
8:144344854	    6.6	    0.0	 9999.9	    0.9	   1.97	   2.11	   4.49	  -0.84	   0.00	--------	-1	0.00	*
3:130721243	    6.6	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.80	  -1.77	   0.00	--------	-1	0.00	*
13:28877113	    6.6	    0.0	 9999.9	    2.1	   1.97	   2.11	   2.21	  -0.84	   0.00	--------	-1	0.00	*
14:31088642	    6.6	    0.0	 9999.9	    1.6	   1.97	   2.11	   2.90	  -0.47	   0.00	--------	-1	0.00	*
17:42637394	    6.6	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.71	  -1.46	   0.00	--------	-1	0.00	*
5:177552321	    6.6	    0.0	 9999.9	    0.9	   1.97	   2.11	   4.39	  -1.06	   0.00	--------	-1	0.00	*
14:92961199	    6.6	    0.0	 9999.9	    1.4	   1.97	   2.11	   3.14	  -1.12	   0.00	--------	-1	0.00	*
12:66741308	    6.6	    0.0	 9999.9	    0.7	   1.97	   2.11	   4.99	  -1.06	   0.01	--------	-1	0.00	*
3:127292335	    6.6	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.80	  -1.91	   0.00	--------	-1	0.00	*
4:178352062	    6.6	    0.0	 9999.9	    0.3	   1.97	   2.11	   7.09	  -0.92	   0.00	--------	-1	0.00	*
9:114803278	    6.6	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.39	  -1.53	   0.00	--------	-1	0.00	*
6:24703066	    6.6	    0.0	 9999.9	    2.0	   1.97	   2.11	   2.39	  -0.95	   0.00	--------	-1	0.00	*
17:63632031	    6.5	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.71	  -1.50	   0.00	--------	-1	0.00	*
7:90019905	    6.5	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.91	  -2.16	   0.00	--------	-1	0.00	*
7:16832325	    6.5	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.98	  -0.90	   0.00	--------	-1	0.00	*
6:144508831	    6.5	    0.0	 9999.9	    0.6	   1.97	   2.11	   5.55	  -1.09	   0.00	--------	-1	0.00	*
2:135928092	    6.5	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -0.27	   0.00	--------	-1	0.00	*
3:20195794	    6.5	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.80	  -1.36	   0.00	--------	-1	0.00	*
12:44782467	    6.5	    0.0	 9999.9	    0.7	   1.97	   2.11	   4.99	  -1.01	   0.00	--------	-1	0.00	*
2:86366186	    6.5	    0.0	 9999.9	    1.8	   1.97	   2.11	   2.54	  -0.66	   0.00	--------	-1	0.00	*
5:159503497	    6.5	    0.0	 9999.9	    0.5	   1.97	   2.11	   6.16	  -0.57	   0.00	--------	-1	0.00	*
6:123046921	    6.4	    0.0	 9999.9	    0.6	   1.97	   2.11	   5.55	  -1.19	   0.00	--------	-1	0.00	*
4:186507801	    6.4	    0.0	 9999.9	    1.3	   1.97	   2.11	   3.33	  -0.54	   0.00	--------	-1	0.00	*
2:216903395	    6.4	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -0.83	   0.00	--------	-1	0.00	*
14:23765951	    6.4	    0.0	 9999.9	    0.9	   1.97	   2.11	   4.50	  -0.56	   0.00	--------	-1	0.00	*
9:17796196	    6.4	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.39	  -0.58	   0.00	--------	-1	0.00	*
2:11781441	    6.4	    0.0	 9999.9	    0.7	   1.97	   2.11	   5.03	  -0.78	   0.00	--------	-1	0.00	*
15:100514391	    6.4	    0.0	 9999.9	    0.5	   1.97	   2.11	   6.22	  -1.37	   0.00	--------	-1	0.00	*
2:38297670	    6.4	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.74	  -0.55	   0.00	--------	-1	0.00	*
13:28876701	    6.4	    0.0	 9999.9	    2.1	   1.97	   2.11	   2.21	  -0.49	   0.00	--------	-1	0.00	*
13:58302409	    6.4	    0.0	 9999.9	    1.7	   1.97	   2.11	   2.72	  -0.76	   0.00	--------	-1	0.00	*
4:77081450	    6.4	    0.0	 9999.9	    0.3	   1.97	   2.11	   7.09	  -0.72	   0.00	--------	-1	0.00	*
12:65269701	    6.4	    0.0	 9999.9	    1.6	   1.97	   2.11	   2.83	  -0.92	   0.13	--------	-1	0.00	*
9:79997420	    6.4	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.39	  -1.29	   0.00	--------	-1	0.00	*
10:115806539	    6.4	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.88	  -1.00	   0.00	--------	-1	0.00	*
19:52375614	    6.4	    0.0	 9999.9	    1.1	   1.97	   2.11	   3.73	  -0.62	   0.00	--------	-1	0.00	*
12:123464559	    6.4	    0.0	 9999.9	    0.7	   1.97	   2.11	   4.99	  -1.66	   0.00	--------	-1	0.00	*
1:35447435	    6.4	    0.0	 9999.9	    0.8	   1.97	   2.11	   4.79	  -1.86	   0.00	--------	-1	0.00	*
3:139279593	    6.3	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.80	  -1.38	   0.00	--------	-1	0.00	*
1:19233107	    6.3	    0.0	 9999.9	    0.8	   1.97	   2.11	   4.79	  -0.47	   0.00	--------	-1	0.00	*
3:70016938	    6.3	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.80	  -1.16	   0.00	--------	-1	0.00	*
14:36005800	    6.3	    0.0	 9999.9	    0.5	   1.97	   2.11	   6.05	  -0.71	   0.00	--------	-1	0.00	*
8:19253100	    6.3	    0.0	 9999.9	    0.5	   1.97	   2.11	   5.74	  -1.41	   0.00	--------	-1	0.00	*
2:155711886	    6.3	    0.0	 9999.9	    0.4	   1.97	   2.11	   6.37	  -1.71	   0.00	--------	-1	0.00	*
3:157814034	    6.3	    0.0	 9999.9	    0.9	   1.97	   2.11	   4.44	  -1.71	   0.00	--------	-1	0.00	*
