Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
X:133634333	  267.6	  183.9	    1.5	    0.4	   4.13	   4.34	 999.00	  -0.39	   0.66	--------	-1	0.00	*
15:48634523	  267.0	  165.9	    1.6	    6.4	   5.89	   6.16	 321.22	  -0.55	   0.27	--------	-1	0.00	*
12:118582928	  265.9	  139.6	    1.9	    0.9	   9.32	   9.70	 999.00	  -0.38	   0.00	--------	-1	0.00	*
X:73805688	  264.0	  103.7	    2.5	    0.4	  16.15	  16.74	 999.00	  -0.28	   0.00	--------	-1	0.00	*
17:45760134	  263.2	  129.1	    2.0	    1.1	  10.76	  11.18	 999.00	  -0.37	   0.00	--------	-1	0.00	*
1:201939213	  262.0	  153.8	    1.7	    0.8	   6.88	   7.18	 999.00	  -0.62	   0.00	--------	-1	0.00	*
10:121590957	  261.0	  103.7	    2.5	    9.5	  15.69	  16.27	 267.95	  -0.27	   0.00	--------	-1	0.00	*
13:41702755	  258.4	    0.0	 9999.9	    0.3	  76.00	  77.97	 999.00	  -0.27	   0.00	--------	-1	0.00	*
18:33688744	  257.0	  124.4	    2.1	    0.3	  10.77	  11.19	 999.00	  -0.35	   0.00	--------	-1	0.00	*
4:1695221	  252.7	  179.7	    1.4	    0.3	   3.40	   3.58	 999.00	  -0.39	   0.00	--------	-1	0.00	*
14:103808191	  250.9	  103.7	    2.4	   13.7	  14.20	  14.73	 215.26	  -0.29	   0.00	--------	-1	0.00	*
2:87001006	  249.8	    9.5	   26.2	    0.6	  59.07	  60.74	 999.00	  -0.28	   0.00	--------	-1	0.00	*
1:115259976	  248.9	  159.5	    1.6	    7.3	   4.96	   5.20	 278.59	  -0.36	   0.00	--------	-1	0.00	*
6:18225539	  248.1	  103.7	    2.4	    4.7	  13.91	  14.43	 999.00	  -0.49	   0.00	--------	-1	0.00	*
12:98941969	  245.8	  165.9	    1.5	    0.7	   4.11	   4.32	 999.00	  -0.30	   0.00	--------	-1	0.00	*
1:151220972	  245.6	  157.0	    1.6	   21.1	   4.92	   5.16	 166.25	  -0.59	   0.33	--------	-1	0.00	*
17:2587682	  245.4	  114.2	    2.1	    1.1	  11.21	  11.64	 999.00	  -0.43	   0.00	--------	-1	0.00	*
9:110092602	  244.9	  126.7	    1.9	    9.6	   8.96	   9.32	 244.16	  -0.56	   0.32	--------	-1	0.00	*
2:242291787	  243.5	  104.1	    2.3	   86.2	  12.97	  13.45	  43.32	  -0.47	   0.63	--------	-1	0.00	*
12:124081761	  239.8	  186.6	    1.3	    0.7	   2.09	   2.23	 999.00	  -0.49	   0.00	--------	-1	0.00	*
22:38203175	  239.0	    0.0	 9999.9	    0.9	  70.08	  71.95	 999.00	  -0.23	   0.00	--------	-1	0.00	*
2:62095694	  236.6	  121.3	    2.0	    1.9	   8.83	   9.19	 999.00	  -0.59	   0.00	--------	-1	0.00	*
6:7290091	  235.0	   82.9	    2.8	    0.6	  16.93	  17.55	 999.00	  -0.12	   0.00	--------	-1	0.00	*
4:17625495	  232.2	  124.4	    1.9	   26.2	   7.89	   8.22	 132.97	  -0.74	   0.38	--------	-1	0.00	*
17:57771529	  232.0	  115.5	    2.0	    1.1	   9.36	   9.74	 999.00	  -0.37	   0.00	--------	-1	0.00	*
1:235330351	  231.7	  103.7	    2.2	    0.8	  11.49	  11.94	 999.00	  -0.43	   0.00	--------	-1	0.00	*
12:6857185	  230.2	  117.6	    2.0	    0.7	   8.78	   9.13	 999.00	  -0.63	   0.00	--------	-1	0.00	*
17:1325253	  226.0	   82.9	    2.7	    1.7	  15.46	  16.03	 999.00	  -0.25	   0.00	--------	-1	0.00	*
1:40538256	  225.6	  172.1	    1.3	   19.4	   2.20	   2.34	 152.80	  -0.47	   0.00	--------	-1	0.00	*
3:43390429	  225.4	    0.0	 9999.9	    0.5	  66.24	  68.03	 999.00	  -0.30	   0.00	--------	-1	0.00	*
6:109688856	  225.0	  102.4	    2.2	    5.3	  10.88	  11.30	 273.86	  -0.46	   0.00	--------	-1	0.00	*
22:45592757	  223.6	  124.4	    1.8	    5.2	   6.89	   7.19	 273.38	  -0.52	   0.00	--------	-1	0.00	*
3:185635178	  222.7	  125.0	    1.8	    1.1	   6.64	   6.93	 999.00	  -0.56	   0.00	--------	-1	0.00	*
7:6443429	  221.3	  119.7	    1.8	    0.5	   7.41	   7.72	 999.00	  -0.64	   0.00	--------	-1	0.00	*
6:30568815	  221.2	  120.4	    1.8	    0.6	   7.26	   7.57	 999.00	  -0.43	   0.00	--------	-1	0.00	*
7:73610161	  221.0	  124.4	    1.8	   12.1	   6.57	   6.86	 189.68	  -0.54	   0.00	--------	-1	0.00	*
15:69072356	  219.0	   20.7	   10.6	    0.5	  41.04	  42.32	 999.00	  -0.27	   0.00	--------	-1	0.00	*
6:24706330	  218.0	   82.9	    2.6	    2.4	  14.19	  14.71	 999.00	  -0.23	   0.00	--------	-1	0.00	*
5:148731285	  217.3	    0.0	 9999.9	    1.2	  63.87	  65.62	 999.00	  -0.29	   0.00	--------	-1	0.00	*
1:32799635	  217.3	  121.2	    1.8	   45.7	   6.67	   6.97	  74.72	  -0.70	   0.19	--------	-1	0.00	*
12:4409991	  215.8	  123.0	    1.8	    0.7	   6.33	   6.60	 999.00	  -0.46	   0.00	--------	-1	0.00	*
20:43535535	  215.2	  112.0	    1.9	    0.7	   7.81	   8.14	 999.00	  -0.77	   0.32	--------	-1	0.00	*
4:89442493	  214.2	  113.1	    1.9	    0.3	   7.54	   7.86	 999.00	  -0.57	   0.00	--------	-1	0.00	*
16:67904980	  209.0	  143.2	    1.5	    4.1	   3.32	   3.50	 268.47	  -0.66	   0.00	--------	-1	0.00	*
15:78792733	  208.0	    0.0	 9999.9	    3.0	  60.92	  62.61	 294.80	  -0.27	   0.00	--------	-1	0.00	*
18:55268645	  207.9	  108.6	    1.9	    2.3	   7.52	   7.84	 319.73	  -0.33	   0.00	--------	-1	0.00	*
1:161091504	  207.0	   82.9	    2.5	    0.9	  12.48	  12.96	 999.00	  -0.35	   0.00	--------	-1	0.00	*
7:133979400	  206.8	   82.9	    2.5	    0.5	  12.48	  12.96	 999.00	  -0.48	   0.00	--------	-1	0.00	*
9:123941670	  205.6	   82.9	    2.5	    6.3	  12.34	  12.80	 226.99	  -0.41	   0.00	--------	-1	0.00	*
2:10269756	  205.0	  124.4	    1.6	    0.4	   4.97	   5.20	 999.00	  -0.49	   0.00	--------	-1	0.00	*
1:200375622	  204.8	   82.9	    2.5	    1.1	  12.18	  12.65	 999.00	  -0.31	   0.00	--------	-1	0.00	*
22:22116945	  204.0	  103.7	    2.0	   45.2	   7.99	   8.32	  66.80	  -0.44	   0.00	--------	-1	0.00	*
11:59343468	  203.1	   82.9	    2.4	   33.5	  12.03	  12.49	  87.63	  -0.39	   0.00	--------	-1	0.00	*
17:1800660	  203.0	  124.4	    1.6	    1.1	   4.88	   5.11	 999.00	  -0.38	   0.00	--------	-1	0.00	*
12:69235632	  203.0	   41.5	    4.9	   92.4	  22.47	  26.30	  23.26	  -0.21	   0.00	--------	-1	0.00	*
1:44170138	  203.0	   82.9	    2.4	    0.9	  11.89	  12.34	 999.00	  -0.46	   0.00	--------	-1	0.00	*
17:27591456	  202.7	  111.1	    1.8	    1.1	   6.50	   6.78	 999.00	  -0.71	   0.00	--------	-1	0.00	*
3:113439882	  202.3	  111.9	    1.8	    4.5	   6.50	   6.78	 251.48	  -0.47	   0.00	--------	-1	0.00	*
14:103808644	  201.8	   82.9	    2.4	   14.5	  11.74	  12.19	 151.20	  -0.34	   0.00	--------	-1	0.00	*
17:28575264	  199.7	  118.8	    1.7	    1.1	   5.23	   5.47	 999.00	  -0.73	   0.38	--------	-1	0.00	*
X:20143631	  199.2	   82.9	    2.4	    0.6	  11.44	  11.88	 999.00	  -0.38	   0.00	--------	-1	0.00	*
1:228682053	  197.3	  124.4	    1.6	    6.6	   4.32	   4.54	 210.41	  -0.57	   0.00	--------	-1	0.00	*
12:117582015	  197.0	   82.9	    2.4	   12.3	  11.00	  11.43	 158.86	  -0.47	   0.59	--------	-1	0.00	*
14:103807696	  196.1	   82.9	    2.4	   12.2	  11.00	  11.43	 159.21	  -0.47	   0.00	--------	-1	0.00	*
19:2428288	  195.5	   82.9	    2.4	   10.4	  10.86	  11.28	 170.65	  -0.41	   0.76	--------	-1	0.00	*
1:38147912	  195.0	   82.9	    2.4	    2.2	  10.72	  11.13	 298.56	  -0.40	   0.00	--------	-1	0.00	*
12:106631902	  195.0	   82.9	    2.4	    0.7	  10.72	  11.13	 999.00	  -0.35	   0.00	--------	-1	0.00	*
1:78161932	  193.1	   82.9	    2.3	    7.1	  10.57	  10.98	 199.28	  -0.40	   0.00	--------	-1	0.00	*
17:38458543	  192.0	   41.5	    4.6	    1.1	  22.87	  23.68	 999.00	  -0.27	   0.00	--------	-1	0.00	*
1:44170840	  186.0	   62.2	    3.0	    0.8	  14.32	  14.85	 999.00	  -0.27	   0.00	--------	-1	0.00	*
6:7882302	  185.3	  135.5	    1.4	    9.1	   2.36	   2.51	 168.84	  -0.53	   0.00	--------	-1	0.00	*
7:138731522	  185.0	   80.9	    2.3	   13.1	   9.72	  10.10	 139.89	  -0.42	   0.00	--------	-1	0.00	*
1:42644710	  184.3	    0.0	 9999.9	    3.9	  54.12	  55.69	 232.47	  -0.19	   0.00	--------	-1	0.00	*
1:205682856	  184.2	  102.4	    1.8	  139.5	   3.68	   6.11	   3.87	  -0.73	   0.00	--------	-1	0.00	*
1:227174835	  182.5	  128.6	    1.4	    4.5	   2.72	   2.88	 218.55	  -0.57	   0.00	--------	-1	0.00	*
5:179157608	  182.2	   89.2	    2.0	   10.5	   7.70	   8.02	 153.47	  -0.46	   0.25	--------	-1	0.00	*
1:207967689	  182.0	  134.9	    1.3	   31.3	   2.24	   2.38	  76.08	  -0.46	   0.29	--------	-1	0.00	*
15:69071386	  181.3	   79.2	    2.3	    0.5	   9.50	   9.88	 999.00	  -0.45	   0.00	--------	-1	0.00	*
1:55316626	  181.3	   99.1	    1.8	    0.8	   5.96	   6.22	 999.00	  -0.65	   0.00	--------	-1	0.00	*
6:159186973	  181.0	  103.7	    1.7	    0.6	   5.28	   5.53	 999.00	  -0.38	   0.00	--------	-1	0.00	*
3:149683727	  180.8	  100.0	    1.8	    0.5	   5.84	   6.11	 999.00	  -0.44	   0.00	--------	-1	0.00	*
9:134372967	  180.5	  102.6	    1.8	    0.4	   5.42	   5.67	 999.00	  -0.62	   0.00	--------	-1	0.00	*
7:155100378	  179.7	   90.8	    2.0	    0.5	   7.15	   7.46	 999.00	  -0.72	   0.27	--------	-1	0.00	*
5:128449137	  179.7	   82.9	    2.2	    0.5	   8.62	   8.97	 999.00	  -0.37	   0.00	--------	-1	0.00	*
16:30959406	  179.0	   82.9	    2.2	    0.7	   8.48	   8.83	 999.00	  -0.44	   0.53	--------	-1	0.00	*
5:137842686	  177.6	  100.8	    1.8	    0.5	   5.38	   5.63	 999.00	  -0.59	   0.29	--------	-1	0.00	*
20:32264256	  175.9	  104.9	    1.7	    0.7	   4.64	   4.87	 999.00	  -0.61	   0.00	--------	-1	0.00	*
1:32662074	  175.5	   24.2	    7.3	    0.8	  27.78	  28.73	 999.00	  -0.27	   0.00	--------	-1	0.00	*
12:49085022	  175.2	  104.6	    1.7	    0.7	   4.64	   4.87	 999.00	  -0.64	   0.37	--------	-1	0.00	*
5:135515554	  174.3	  120.6	    1.4	   80.4	   2.83	   3.00	  19.53	  -0.36	   0.00	--------	-1	0.00	*
9:139335965	  174.2	   87.7	    2.0	    0.6	   7.05	   7.36	 999.00	  -0.64	   0.25	--------	-1	0.00	*
1:207222098	  173.9	   41.5	    4.2	    0.8	  19.17	  19.86	 999.00	  -0.30	   0.00	--------	-1	0.00	*
2:203631576	  173.7	   41.5	    4.2	    0.4	  19.17	  19.86	 999.00	  -0.27	   0.00	--------	-1	0.00	*
13:77456708	  172.2	   82.9	    2.1	    5.2	   7.70	   8.02	 191.96	  -0.45	   0.00	--------	-1	0.00	*
X:133562260	  169.2	  104.1	    1.6	   66.3	   4.07	   4.27	  26.00	  -0.60	   0.00	--------	-1	0.00	*
10:70931990	  169.0	    0.0	 9999.9	    9.0	  49.40	  50.87	 147.07	  -0.26	   0.00	--------	-1	0.00	*
22:30972967	  168.6	   97.8	    1.7	    0.9	   4.85	   5.08	 315.92	  -0.74	   0.00	--------	-1	0.00	*
13:73283826	  168.4	   74.1	    2.3	    0.3	   8.72	   9.08	 999.00	  -0.39	   0.00	--------	-1	0.00	*
6:36078073	  167.5	   89.8	    1.9	    4.0	   5.90	   6.16	 203.46	  -0.57	   0.18	--------	-1	0.00	*
9:140098692	  167.1	  122.9	    1.4	    0.4	   2.17	   2.31	 999.00	  -0.41	   0.00	--------	-1	0.00	*
1:154179266	  167.1	   89.0	    1.9	    0.8	   5.90	   6.16	 321.91	  -0.72	   0.26	--------	-1	0.00	*
15:81046957	  167.0	   82.9	    2.0	    0.5	   6.93	   7.23	 999.00	  -0.38	   0.00	--------	-1	0.00	*
1:93827815	  166.0	  103.7	    1.6	    2.3	   3.81	   4.01	 238.49	  -0.50	   0.00	--------	-1	0.00	*
9:91090371	  165.9	  101.7	    1.6	    0.4	   4.05	   4.26	 999.00	  -0.51	   0.00	--------	-1	0.00	*
6:34846110	  165.9	   82.9	    2.0	    2.8	   6.81	   7.10	 225.31	  -0.40	   0.00	--------	-1	0.00	*
8:117657182	  165.0	   82.9	    2.0	    0.4	   6.68	   6.98	 999.00	  -0.74	   0.00	--------	-1	0.00	*
9:139297020	  164.0	   82.9	    2.0	    8.8	   6.56	   6.85	 142.53	  -0.38	   0.78	--------	-1	0.00	*
22:29696282	  163.5	   82.3	    2.0	    0.9	   6.56	   6.85	 304.49	  -0.72	   0.00	--------	-1	0.00	*
5:175773878	  163.4	   82.8	    2.0	    0.5	   6.56	   6.85	 999.00	  -0.44	   0.00	--------	-1	0.00	*
20:21370326	  163.3	  102.4	    1.6	    0.7	   3.75	   3.94	 321.69	  -0.73	   0.00	--------	-1	0.00	*
7:148922128	  161.2	   82.9	    1.9	    0.9	   6.32	   6.60	 299.42	  -0.55	   0.34	--------	-1	0.00	*
10:96361600	  160.5	  103.7	    1.5	    0.5	   3.37	   3.56	 999.00	  -0.58	   0.00	--------	-1	0.00	*
3:107524528	  160.0	   82.9	    1.9	   15.5	   6.08	   6.35	 100.85	  -0.60	   0.00	--------	-1	0.00	*
16:1375307	  159.3	   88.8	    1.8	   13.1	   5.16	   5.40	 111.53	  -0.60	   0.00	--------	-1	0.00	*
6:142540521	  159.0	   85.8	    1.9	    2.9	   5.49	   5.74	 209.44	  -0.78	   0.12	--------	-1	0.00	*
7:70256833	  157.8	  103.8	    1.5	    8.9	   3.12	   3.29	 134.27	  -0.70	   0.00	--------	-1	0.00	*
X:150157442	  157.5	   82.9	    1.9	   22.7	   5.84	   6.11	  75.97	  -0.60	   0.23	--------	-1	0.00	*
1:38148739	  157.0	    0.0	 9999.9	    2.2	  45.87	  47.26	 226.04	  -0.20	   0.00	--------	-1	0.00	*
11:60690341	  156.9	   93.3	    1.7	    0.5	   4.17	   4.38	 320.02	  -0.45	   0.00	--------	-1	0.00	*
3:5260706	  155.6	   82.9	    1.9	    1.1	   5.61	   5.87	 269.82	  -0.54	   0.00	--------	-1	0.00	*
13:50275550	  155.3	   82.9	    1.9	    9.6	   5.61	   5.87	 126.73	  -0.56	   0.40	--------	-1	0.00	*
17:7572330	  155.3	  109.6	    1.4	    1.1	   2.40	   2.55	 266.93	  -0.54	   0.00	--------	-1	0.00	*
3:150260795	  154.3	   74.9	    2.1	   33.1	   6.85	   7.14	  52.51	  -0.48	   0.00	--------	-1	0.00	*
5:135514990	  154.0	    0.0	 9999.9	    3.8	  44.98	  46.36	 183.81	  -0.28	   0.87	--------	-1	0.00	*
3:142775954	  153.4	   53.3	    2.9	   11.4	  11.46	  11.90	 113.62	  -0.27	   0.00	--------	-1	0.00	*
17:2585714	  153.0	   41.5	    3.7	    1.1	  15.05	  15.60	 260.54	  -0.29	   0.00	--------	-1	0.00	*
