Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
5:137843132	  346.7	  154.7	    2.2	    1.9	  16.84	  17.52	 999.00	  -0.44	   0.00	--------	-1	0.00	*
17:76219953	  339.3	  135.7	    2.5	    9.2	  20.00	  20.79	 999.00	  -0.40	   0.00	--------	-1	0.00	*
1:225977731	  334.0	  186.6	    1.8	    4.2	   9.78	  10.22	 999.00	  -0.55	   0.00	--------	-1	0.00	*
21:46189175	  331.0	    0.0	 9999.9	    4.6	  97.29	  99.64	 999.00	  -0.24	   0.00	--------	-1	0.00	*
18:33290008	  330.0	  156.0	    2.1	   32.9	  14.50	  15.11	 204.06	  -0.44	   0.00	--------	-1	0.00	*
5:175936525	  326.6	  140.2	    2.3	    0.5	  16.98	  17.66	 999.00	  -0.46	   0.00	--------	-1	0.00	*
2:96851991	  325.8	  157.2	    2.1	    0.4	  13.49	  14.06	 999.00	  -0.36	   0.00	--------	-1	0.00	*
19:811569	  322.0	  186.6	    1.7	   43.8	   8.54	   8.94	 159.72	  -0.35	   0.00	--------	-1	0.00	*
4:6643632	  319.8	  171.5	    1.9	    2.5	  10.45	  10.91	 999.00	  -0.17	   0.00	--------	-1	0.00	*
5:148733890	  319.0	  207.4	    1.5	    0.5	   5.82	   6.12	 999.00	  -0.40	   0.00	--------	-1	0.00	*
17:20904402	  317.0	  145.2	    2.2	   29.2	  14.57	  15.18	 205.04	  -0.40	   0.00	--------	-1	0.00	*
2:20648733	  310.0	  124.4	    2.5	   23.0	  18.23	  18.95	 228.34	  -0.39	   0.00	--------	-1	0.00	*
2:242291690	  306.4	  239.6	    1.3	   50.7	   2.46	   2.63	 130.49	  -0.55	   0.45	--------	-1	0.00	*
X:106893557	  303.0	  228.1	    1.3	    0.4	   2.93	   3.12	 999.00	  -0.46	   0.00	--------	-1	0.00	*
21:46225950	  298.7	  124.4	    2.4	    8.7	  16.45	  17.11	 999.00	  -0.40	   0.00	--------	-1	0.00	*
16:87864244	  290.0	  192.4	    1.5	   13.7	   4.96	   5.23	 265.82	  -0.34	   0.00	--------	-1	0.00	*
12:106632512	  289.0	  145.2	    2.0	    0.7	  11.01	  11.49	 999.00	  -0.40	   0.00	--------	-1	0.00	*
8:126450437	  287.0	   41.5	    6.9	    6.7	  44.19	  45.58	 999.00	  -0.28	   0.00	--------	-1	0.00	*
6:142540520	  286.0	  165.9	    1.7	    3.9	   7.77	   8.15	 999.00	  -0.39	   0.00	--------	-1	0.00	*
22:39079897	  285.2	  201.0	    1.4	    0.9	   3.86	   4.08	 999.00	  -0.52	   0.00	--------	-1	0.00	*
4:141303051	  280.0	  124.4	    2.3	   23.0	  13.75	  14.33	 194.00	  -0.30	   0.00	--------	-1	0.00	*
11:105967874	  279.0	  145.2	    1.9	    0.5	   9.82	  10.27	 999.00	  -0.54	   0.00	--------	-1	0.00	*
X:112020793	  278.3	  202.4	    1.4	  210.7	   3.31	   3.51	   5.39	  -0.48	   0.00	--------	-1	0.00	*
6:136581481	  278.0	   41.5	    6.7	   56.5	  42.07	  43.41	  97.73	  -0.30	   0.00	--------	-1	0.00	*
1:151024892	  277.2	  165.9	    1.7	   41.2	   6.88	   7.23	 129.40	  -0.42	   0.00	--------	-1	0.00	*
X:53406341	  276.0	  196.2	    1.4	    6.9	   3.65	   3.86	 999.00	  -0.41	   0.00	--------	-1	0.00	*
15:49171114	  275.7	  205.6	    1.3	    0.5	   2.90	   3.08	 999.00	  -0.57	   0.00	--------	-1	0.00	*
1:201939217	  274.8	  152.4	    1.8	    0.8	   8.32	   8.71	 999.00	  -0.60	   0.00	--------	-1	0.00	*
16:85711387	  273.2	  196.2	    1.4	    0.7	   3.44	   3.65	 999.00	  -0.46	   0.00	--------	-1	0.00	*
2:62095694	  270.0	  152.3	    1.8	    1.9	   7.78	   8.16	 999.00	  -0.62	   0.00	--------	-1	0.00	*
3:127789799	  269.9	  175.9	    1.5	    0.5	   5.04	   5.30	 999.00	  -0.36	   0.00	--------	-1	0.00	*
11:118393862	  266.0	   41.5	    6.4	    0.5	  39.26	  40.54	 999.00	  -0.30	   0.00	--------	-1	0.00	*
1:40538258	  265.0	  207.4	    1.3	   19.4	   2.15	   2.30	 195.72	  -0.36	   0.00	--------	-1	0.00	*
12:118582928	  263.4	  139.8	    1.9	    0.7	   9.04	   9.46	 999.00	  -0.39	   0.00	--------	-1	0.00	*
17:18113059	  263.0	   82.9	    3.2	    1.1	  21.68	  22.50	 999.00	  -0.27	   0.00	--------	-1	0.00	*
1:115259978	  261.7	  165.0	    1.6	    6.5	   5.42	   5.70	 311.86	  -0.38	   0.00	--------	-1	0.00	*
13:41702754	  261.3	    0.0	 9999.9	    0.3	  76.83	  78.87	 999.00	  -0.28	   0.00	--------	-1	0.00	*
3:133538904	  259.0	   82.9	    3.1	    0.5	  20.97	  21.78	 999.00	  -0.27	   0.00	--------	-1	0.00	*
X:73805668	  259.0	  103.7	    2.5	    0.4	  15.33	  15.96	 999.00	  -0.28	   0.00	--------	-1	0.00	*
5:139947917	  258.9	  103.7	    2.5	    0.8	  15.33	  15.96	 999.00	  -0.30	   0.00	--------	-1	0.00	*
3:195776190	  253.0	  145.2	    1.7	   25.9	   6.98	   7.33	 153.57	  -0.40	   0.00	--------	-1	0.00	*
14:103808188	  252.3	  103.7	    2.4	    0.6	  14.44	  15.03	 999.00	  -0.29	   0.00	--------	-1	0.00	*
1:154556757	  251.4	  158.8	    1.6	    0.8	   5.31	   5.58	 999.00	  -0.53	   0.00	--------	-1	0.00	*
18:33290425	  250.0	  196.6	    1.3	   32.9	   2.01	   2.16	 127.49	  -0.53	   0.00	--------	-1	0.00	*
15:48634528	  249.2	  154.7	    1.6	    1.2	   5.58	   5.87	 999.00	  -0.54	   0.20	--------	-1	0.00	*
12:124081778	  248.1	  186.6	    1.3	    0.7	   2.59	   2.76	 999.00	  -0.46	   0.00	--------	-1	0.00	*
18:33688742	  248.1	  124.4	    2.0	    1.6	   9.72	  10.16	 999.00	  -0.34	   0.00	--------	-1	0.00	*
5:167983604	  247.9	   82.9	    3.0	    0.5	  19.06	  19.81	 999.00	  -0.27	   0.00	--------	-1	0.00	*
4:1695218	  247.1	  179.9	    1.4	    0.3	   3.04	   3.23	 999.00	  -0.31	   0.00	--------	-1	0.00	*
15:59171918	  246.0	   20.7	   11.9	    0.5	  47.96	  49.44	 999.00	  -0.28	   0.00	--------	-1	0.00	*
9:110092601	  242.0	  128.9	    1.9	    9.6	   8.24	   8.63	 239.90	  -0.55	   0.29	--------	-1	0.00	*
12:65640718	  240.7	    0.0	 9999.9	    6.5	  70.62	  72.55	 278.46	  -0.29	   0.00	--------	-1	0.00	*
1:182352526	  240.6	   96.3	    2.5	    3.6	  14.26	  14.86	 999.00	  -0.47	   0.20	--------	-1	0.00	*
6:30568815	  239.0	  120.7	    2.0	    0.6	   9.31	   9.73	 999.00	  -0.43	   0.00	--------	-1	0.00	*
22:29182763	  234.3	  109.9	    2.1	   12.7	  10.66	  11.13	 203.03	  -0.36	   0.00	--------	-1	0.00	*
1:235330351	  232.4	  103.7	    2.2	    0.8	  11.57	  12.08	 999.00	  -0.42	   0.00	--------	-1	0.00	*
1:113456020	  232.2	  120.4	    1.9	   15.4	   8.47	   8.87	 181.78	  -0.67	   0.00	--------	-1	0.00	*
3:160151819	  231.0	  103.7	    2.2	    1.6	  11.30	  11.79	 999.00	  -0.38	   0.00	--------	-1	0.00	*
6:109688854	  229.6	  107.6	    2.1	    5.3	  10.38	  10.84	 280.43	  -0.45	   0.00	--------	-1	0.00	*
17:57771529	  229.3	  115.8	    2.0	    1.1	   8.94	   9.36	 999.00	  -0.40	   0.00	--------	-1	0.00	*
12:121677756	  228.5	    1.3	  173.0	   26.3	  63.32	  65.11	 128.80	  -0.29	   0.00	--------	-1	0.00	*
12:133303552	  228.0	    0.0	 9999.9	    0.7	  67.07	  68.94	 999.00	  -0.29	   0.00	--------	-1	0.00	*
9:123943362	  225.0	  103.7	    2.2	    0.5	  10.49	  10.96	 999.00	  -0.32	   0.00	--------	-1	0.00	*
6:7288383	  222.4	    0.0	 9999.9	   29.7	  65.29	  67.13	 112.94	  -0.28	   0.00	--------	-1	0.00	*
22:45592757	  221.6	  124.4	    1.8	    5.2	   6.64	   6.97	 269.95	  -0.53	   0.00	--------	-1	0.00	*
9:74970060	  220.0	  124.4	    1.8	    0.4	   6.43	   6.75	 999.00	  -0.31	   0.00	--------	-1	0.00	*
12:4409991	  218.3	  118.0	    1.8	    0.7	   7.18	   7.53	 999.00	  -0.46	   0.00	--------	-1	0.00	*
7:73610157	  218.0	  124.4	    1.8	   12.1	   6.22	   6.54	 185.97	  -0.56	   0.00	--------	-1	0.00	*
1:32799633	  216.5	  120.2	    1.8	   45.7	   6.67	   7.00	  73.92	  -0.70	   0.15	--------	-1	0.00	*
3:185635171	  215.5	  125.1	    1.7	    1.1	   5.89	   6.19	 999.00	  -0.55	   0.00	--------	-1	0.00	*
4:17625492	  215.1	  124.4	    1.7	    0.3	   6.01	   6.32	 999.00	  -0.72	   0.00	--------	-1	0.00	*
6:18224761	  212.5	  137.7	    1.5	    1.7	   4.20	   4.43	 999.00	  -0.72	   0.00	--------	-1	0.00	*
20:43535532	  211.6	  112.0	    1.9	    0.7	   7.46	   7.83	 999.00	  -0.77	   0.29	--------	-1	0.00	*
10:70102441	  211.4	  124.4	    1.7	    0.5	   5.62	   5.91	 999.00	  -0.42	   0.00	--------	-1	0.00	*
7:133979400	  206.8	   82.9	    2.5	    0.5	  12.42	  12.96	 999.00	  -0.46	   0.00	--------	-1	0.00	*
9:123941670	  206.6	   82.9	    2.5	    0.7	  12.42	  12.96	 999.00	  -0.40	   0.00	--------	-1	0.00	*
1:161091498	  206.0	   82.9	    2.5	    0.9	  12.28	  12.80	 999.00	  -0.36	   0.00	--------	-1	0.00	*
1:36770003	  204.8	    0.0	 9999.9	    3.9	  59.98	  61.71	 266.61	  -0.24	   0.00	--------	-1	0.00	*
4:89442493	  204.3	  114.4	    1.8	    0.3	   6.25	   6.56	 999.00	  -0.58	   0.00	--------	-1	0.00	*
2:10269768	  203.0	  124.4	    1.6	    0.4	   4.76	   5.01	 999.00	  -0.46	   0.00	--------	-1	0.00	*
14:21819984	  202.6	  110.0	    1.8	    0.5	   6.76	   7.09	 999.00	  -0.76	   0.00	--------	-1	0.00	*
11:59343468	  201.8	   82.9	    2.4	   33.5	  11.68	  12.19	  85.91	  -0.42	   0.00	--------	-1	0.00	*
22:22116945	  201.7	  103.7	    1.9	   44.8	   7.58	   7.95	  65.38	  -0.47	   0.00	--------	-1	0.00	*
1:183595514	  200.5	  132.9	    1.5	    9.0	   3.71	   3.93	 189.23	  -0.42	   0.00	--------	-1	0.00	*
1:44170138	  200.0	   82.9	    2.4	    0.8	  11.38	  11.88	 999.00	  -0.47	   0.00	--------	-1	0.00	*
3:149683725	  200.0	  124.4	    1.6	    9.9	   4.48	   4.73	 180.16	  -0.39	   0.00	--------	-1	0.00	*
1:228682047	  199.9	  124.4	    1.6	    6.3	   4.48	   4.73	 218.12	  -0.53	   0.00	--------	-1	0.00	*
X:20143631	  199.0	   82.9	    2.4	   19.1	  11.24	  11.73	 125.94	  -0.37	   0.00	--------	-1	0.00	*
16:67904980	  198.7	  142.1	    1.4	    4.2	   2.67	   2.84	 250.74	  -0.67	   0.02	--------	-1	0.00	*
17:27591460	  198.4	  103.4	    1.9	    1.1	   7.23	   7.58	 999.00	  -0.67	   0.00	--------	-1	0.00	*
17:28575263	  198.3	  118.6	    1.7	    1.1	   5.10	   5.37	 999.00	  -0.72	   0.37	--------	-1	0.00	*
12:124498250	  198.0	   82.9	    2.4	    3.7	  11.09	  11.58	 259.16	  -0.41	   0.00	--------	-1	0.00	*
20:36718948	  197.1	   98.1	    2.0	    0.7	   7.94	   8.32	 999.00	  -0.28	   0.00	--------	-1	0.00	*
17:5344544	  196.0	  124.4	    1.6	    1.1	   4.13	   4.36	 999.00	  -0.37	   0.00	--------	-1	0.00	*
1:227174835	  195.8	  133.6	    1.5	    0.8	   3.22	   3.42	 999.00	  -0.53	   0.00	--------	-1	0.00	*
14:103807698	  194.7	   82.9	    2.3	    0.7	  10.66	  11.13	 999.00	  -0.47	   0.00	--------	-1	0.00	*
9:38397639	  194.0	  103.7	    1.9	    0.4	   6.65	   6.99	 999.00	  -0.39	   0.00	--------	-1	0.00	*
21:27253838	  193.0	   82.9	    2.3	    0.4	  10.37	  10.83	 999.00	  -0.41	   0.00	--------	-1	0.00	*
20:32264256	  192.4	  107.4	    1.8	    0.7	   5.96	   6.26	 999.00	  -0.58	   0.00	--------	-1	0.00	*
6:7882307	  192.0	  136.1	    1.4	    1.0	   2.67	   2.85	 999.00	  -0.55	   0.00	--------	-1	0.00	*
3:113439878	  190.4	  122.9	    1.5	    3.6	   3.91	   4.13	 250.24	  -0.31	   0.00	--------	-1	0.00	*
X:135044709	  189.7	   82.9	    2.3	    2.4	   9.94	  10.39	 279.91	  -0.40	   0.00	--------	-1	0.00	*
17:63009717	  189.4	    0.0	 9999.9	    3.5	  55.54	  57.20	 251.20	  -0.27	   0.00	--------	-1	0.00	*
1:38147914	  188.0	   82.9	    2.3	    2.2	   9.67	  10.10	 284.57	  -0.41	   0.00	--------	-1	0.00	*
15:68584553	  188.0	   82.9	    2.3	    0.5	   9.67	  10.10	 999.00	  -0.48	   0.00	--------	-1	0.00	*
6:36078484	  187.2	  137.5	    1.4	    4.0	   2.32	   2.48	 236.40	  -0.45	   0.00	--------	-1	0.00	*
17:38458544	  187.2	   41.5	    4.5	    1.1	  21.98	  22.82	 999.00	  -0.29	   0.00	--------	-1	0.00	*
12:49085022	  184.3	  112.7	    1.6	    0.7	   4.50	   4.74	 999.00	  -0.58	   0.00	--------	-1	0.00	*
1:40538892	  183.0	   41.5	    4.4	   19.4	  20.94	  21.75	 108.76	  -0.30	   0.00	--------	-1	0.00	*
1:207967681	  182.4	  137.5	    1.3	   27.1	   2.01	   2.16	  85.52	  -0.46	   0.00	--------	-1	0.00	*
9:127639811	  182.1	   20.7	    8.8	   11.0	  31.92	  33.03	 150.23	  -0.26	   0.00	--------	-1	0.00	*
6:36078071	  182.0	   90.5	    2.0	    4.0	   7.48	   7.84	 228.05	  -0.50	   0.00	--------	-1	0.00	*
1:44170843	  181.0	   62.2	    2.9	    0.8	  13.41	  13.98	 999.00	  -0.29	   0.00	--------	-1	0.00	*
7:139246627	  181.0	    0.0	 9999.9	    0.5	  52.90	  54.49	 999.00	  -0.30	   0.00	--------	-1	0.00	*
X:53405141	  181.0	   82.9	    2.2	   20.3	   8.70	   9.11	 103.70	  -0.32	   0.00	--------	-1	0.00	*
9:134372967	  180.5	  102.5	    1.8	    2.0	   5.39	   5.67	 276.81	  -0.62	   0.00	--------	-1	0.00	*
6:159186969	  179.0	  103.7	    1.7	    0.8	   5.05	   5.31	 999.00	  -0.36	   0.00	--------	-1	0.00	*
5:128449137	  179.0	   82.9	    2.2	    0.5	   8.43	   8.83	 999.00	  -0.38	   0.00	--------	-1	0.00	*
15:69071386	  177.2	   76.8	    2.3	    0.5	   9.52	   9.95	 999.00	  -0.45	   0.00	--------	-1	0.00	*
16:18803932	  175.8	   75.9	    2.3	    1.7	   9.45	   9.88	 278.86	  -0.44	   0.00	--------	-1	0.00	*
22:41642049	  174.9	   89.1	    2.0	    0.9	   6.68	   7.01	 999.00	  -0.64	   0.00	--------	-1	0.00	*
5:179157610	  173.6	   80.9	    2.1	    0.5	   8.16	   8.54	 999.00	  -0.47	   0.00	--------	-1	0.00	*
13:77456702	  172.6	   82.9	    2.1	    5.2	   7.65	   8.02	 192.23	  -0.42	   0.00	--------	-1	0.00	*
1:205682863	  172.3	   88.8	    1.9	  139.7	   2.29	   6.93	   2.45	  -0.72	   0.00	--------	-1	0.00	*
16:30959405	  172.0	   82.9	    2.1	    0.7	   7.52	   7.89	 999.00	  -0.43	   0.54	--------	-1	0.00	*
5:135515559	  171.5	  120.8	    1.4	   84.7	   2.60	   2.77	  16.53	  -0.37	   0.00	--------	-1	0.00	*
X:133562268	  171.1	  101.9	    1.7	   66.3	   4.60	   4.85	  26.85	  -0.59	   0.37	--------	-1	0.00	*
15:66180478	  169.5	  103.7	    1.6	   25.2	   4.17	   4.40	  79.69	  -0.32	   0.00	--------	-1	0.00	*
22:30972969	  168.6	   95.3	    1.8	    0.9	   5.10	   5.37	 315.92	  -0.75	   0.00	--------	-1	0.00	*
12:124081437	  167.9	  124.4	    1.3	    0.7	   2.01	   2.15	 999.00	  -0.62	   0.00	--------	-1	0.00	*
5:175773880	  167.0	   82.7	    2.0	    0.5	   7.02	   7.36	 999.00	  -0.44	   0.00	--------	-1	0.00	*
8:22878927	  166.6	   72.3	    2.3	   57.5	   8.81	   9.22	  31.24	  -0.36	   0.00	--------	-1	0.00	*
1:244572369	  166.1	   75.5	    2.2	   12.0	   8.20	   8.59	 124.92	  -0.49	   0.00	--------	-1	0.00	*
6:34846109	  166.1	   82.9	    2.0	    0.6	   6.89	   7.23	 999.00	  -0.40	   0.00	--------	-1	0.00	*
9:91090364	  165.1	  102.0	    1.6	    0.4	   4.03	   4.26	 999.00	  -0.47	   0.00	--------	-1	0.00	*
15:81046952	  165.0	   82.9	    2.0	    0.5	   6.64	   6.98	 999.00	  -0.39	   0.00	--------	-1	0.00	*
18:44682513	  165.0	   82.9	    2.0	    1.5	   6.64	   6.98	 266.33	  -0.46	   0.00	--------	-1	0.00	*
10:96361606	  164.7	  103.7	    1.6	    0.5	   3.70	   3.92	 999.00	  -0.56	   0.00	--------	-1	0.00	*
20:21370326	  164.3	  101.1	    1.6	    0.7	   3.94	   4.16	 999.00	  -0.74	   0.00	--------	-1	0.00	*
1:93827811	  164.0	  103.7	    1.6	    1.2	   3.62	   3.83	 283.69	  -0.48	   0.00	--------	-1	0.00	*
4:140310121	  163.3	   82.9	    2.0	   12.6	   6.53	   6.85	 118.28	  -0.52	   0.31	--------	-1	0.00	*
1:171561129	  162.0	   82.9	    2.0	    0.8	   6.29	   6.60	 307.92	  -0.37	   0.00	--------	-1	0.00	*
9:139297027	  162.0	   82.9	    2.0	    8.8	   6.29	   6.60	 139.99	  -0.41	   0.77	--------	-1	0.00	*
7:36492539	  158.4	   82.2	    1.9	    0.5	   5.93	   6.23	 999.00	  -0.57	   0.00	--------	-1	0.00	*
19:9523797	  158.2	   82.9	    1.9	    1.1	   5.93	   6.23	 273.79	  -0.57	   0.00	--------	-1	0.00	*
15:73043928	  158.0	    0.0	 9999.9	    0.5	  46.12	  47.56	 999.00	  -0.30	   0.00	--------	-1	0.00	*
3:107524529	  158.0	   82.9	    1.9	    5.4	   5.81	   6.11	 166.32	  -0.58	   0.00	--------	-1	0.00	*
3:150260795	  157.8	   75.5	    2.1	   33.0	   7.01	   7.35	  54.69	  -0.44	   0.00	--------	-1	0.00	*
3:5260711	  157.7	   82.9	    1.9	    0.5	   5.81	   6.11	 323.31	  -0.55	   0.00	--------	-1	0.00	*
16:1375315	  157.6	   88.8	    1.8	   13.1	   4.91	   5.17	 109.22	  -0.53	   0.00	--------	-1	0.00	*
11:60690340	  157.3	   93.2	    1.7	    0.5	   4.24	   4.48	 322.46	  -0.44	   0.00	--------	-1	0.00	*
13:50275550	  156.0	   82.9	    1.9	    2.7	   5.58	   5.87	 208.80	  -0.56	   0.00	--------	-1	0.00	*
5:134670412	  155.9	  107.0	    1.5	    0.5	   2.65	   2.82	 999.00	  -0.62	   0.00	--------	-1	0.00	*
2:204292872	  155.6	   82.9	    1.9	   17.0	   5.58	   5.87	  91.38	  -0.46	   0.00	--------	-1	0.00	*
1:151220990	  154.3	  111.4	    1.4	   21.7	   2.15	   2.30	  75.90	  -0.62	   0.25	--------	-1	0.00	*
17:7572324	  154.0	  110.5	    1.4	    1.1	   2.23	   2.38	 264.79	  -0.54	   0.00	--------	-1	0.00	*
9:134374874	  154.0	   62.2	    2.5	    2.0	   9.13	   9.55	 225.03	  -0.31	   0.00	--------	-1	0.00	*
14:100800974	  153.0	   62.2	    2.5	    0.5	   8.98	   9.40	 316.75	  -0.38	   0.00	--------	-1	0.00	*
21:15745765	  152.7	   82.9	    1.8	    0.4	   5.24	   5.52	 999.00	  -0.52	   0.00	--------	-1	0.00	*
11:8125507	  151.5	   82.9	    1.8	    8.5	   5.13	   5.40	 129.24	  -0.36	   0.00	--------	-1	0.00	*
17:46699156	  151.5	   72.4	    2.1	    9.5	   6.79	   7.12	 122.49	  -0.48	   0.00	--------	-1	0.00	*
7:150070954	  150.6	   82.9	    1.8	    0.5	   5.02	   5.28	 310.19	  -0.41	   0.00	--------	-1	0.00	*
17:73131582	  150.3	   82.9	    1.8	    1.1	   5.02	   5.28	 256.29	  -0.44	   0.00	--------	-1	0.00	*
18:23596342	  149.0	   79.7	    1.9	    0.3	   5.24	   5.52	 999.00	  -0.68	   0.00	--------	-1	0.00	*
5:917582	  149.0	  103.7	    1.4	    0.5	   2.39	   2.56	 309.32	  -0.55	   0.00	--------	-1	0.00	*
1:86118525	  148.0	   62.2	    2.4	    0.8	   8.25	   8.64	 275.64	  -0.38	   0.00	--------	-1	0.00	*
2:89049941	  146.8	   81.3	    1.8	    0.4	   4.73	   4.98	 308.86	  -0.52	   0.00	--------	-1	0.00	*
13:29252308	  146.6	   82.9	    1.8	    0.3	   4.58	   4.83	 999.00	  -0.61	   0.00	--------	-1	0.00	*
11:20530127	  146.0	   82.9	    1.8	    0.5	   4.48	   4.72	 293.09	  -0.59	   0.00	--------	-1	0.00	*
13:73329524	  146.0	   82.9	    1.8	    1.1	   4.48	   4.72	 251.03	  -0.52	   0.00	--------	-1	0.00	*
20:57609006	  145.6	   82.9	    1.8	    4.8	   4.48	   4.72	 156.46	  -0.46	   0.00	--------	-1	0.00	*
